batch_id,factory_name,factory_city,industry_type,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,recommended_product,predicted_market_demand,recommended_buyer,buyer_city,estimated_payback_months,treatment_dependency,ai_segmentation_category,esg_impact_score,upload_date
RWAI-101677,Shanker Inc,Jaipur,Garment Processing,Mixed Textile Waste,Chemical,9390.28,Organic Contaminants,5.61,317.02,449.3,4831.71,15.91,4166.1,208.13,33.14,20.24,64.58,49.75,23.51,31.28,1941831.45,7.0,85.76,12.83,79.07,77.08,Circular Fashion Fibers,Medium,Tata Sustainable Materials,Indore,20.0,Low,Highly Recoverable,41.12,2025-02-02
RWAI-101678,Som PLC,Coimbatore,Leather Processing,Mixed Textile Waste,Leather,9136.31,Color Pigments,5.69,446.03,221.8,2532.53,140.93,320.52,179.07,47.67,47.8,82.17,71.49,71.13,10.66,955395.67,2.95,57.54,54.21,55.33,457.15,Compressed Construction Blocks,Medium,EcoPack India,Jaipur,35.2,High,Highly Recoverable,56.66,2025-07-16
RWAI-101679,"Wali, Acharya and Kapur",Kanpur,Industrial Dyeing,Printing Dye Residue,Leather,8374.46,Organic Contaminants,8.96,918.46,537.06,2542.59,235.14,1102.46,492.41,52.49,33.33,35.11,26.86,31.63,28.54,2337732.25,5.47,84.14,67.87,75.76,193.86,Thermal Insulation Mats,Medium,Godrej Interio Eco,Ludhiana,18.6,High,Needs Advanced Treatment,86.91,2026-02-26
RWAI-101680,Thakur-Ravel,Panipat,Synthetic Fiber Plant,Textile Dye Waste,Mixed,1695.37,High TDS,7.27,71.12,60.57,4177.93,26.27,1991.81,80.31,37.27,46.99,83.24,87.55,95.91,8.85,2348580.01,1.91,44.09,36.93,25.74,57.77,Industrial Absorbent Pads,High,Adani Circular Infra,Coimbatore,34.6,Medium,Needs Advanced Treatment,71.48,2024-12-31
RWAI-101681,Bumb-Divan,Panipat,Fabric Export Unit,Printing Dye Residue,Polymer,3423.0,Organic Contaminants,8.2,239.44,291.36,6792.89,259.25,5370.43,98.34,9.01,38.02,58.81,66.31,55.43,67.99,329600.77,6.02,89.97,72.01,36.14,69.41,Eco Paver Blocks,Medium,Mahindra Sustainable Solutions,Panipat,24.2,Low,Highly Recoverable,54.45,2023-05-12
RWAI-101682,Sarraf Ltd,Bhiwandi,Industrial Dyeing,Polyester Sludge,Mixed,4235.09,Chromium,8.5,1152.75,410.06,2593.93,55.95,625.31,135.4,55.94,36.35,68.8,71.26,49.48,16.62,1028017.44,7.44,52.11,63.13,34.67,496.48,Textile Composite Panels,High,Birla Eco Materials,Coimbatore,18.3,Low,Moderately Recoverable,34.51,2024-02-08
RWAI-101683,Bahl-Agrawal,Tiruppur,Chemical Processing,Fabric Scraps,Polymer,1948.47,Color Pigments,5.35,439.84,384.55,2541.88,99.51,1308.77,243.49,18.26,20.26,34.41,37.03,96.99,70.25,1996134.85,5.3,77.11,24.58,82.11,487.28,Recycled Plastic Lumber,Medium,Mahindra Sustainable Solutions,Coimbatore,10.0,High,Low Recovery Potential,34.1,2025-11-17
RWAI-101684,"Sharaf, Rastogi and Mahajan",Jaipur,Textile Manufacturing,Plastic Laminate Waste,Polymer,1344.57,Chromium,7.55,516.05,496.14,7214.48,456.21,5624.27,387.17,66.46,25.07,46.92,52.94,74.81,14.21,1161875.69,1.05,95.72,83.25,39.11,335.52,Acoustic Insulation Panels,Medium,Mahindra Sustainable Solutions,Noida,15.1,Low,Moderately Recoverable,76.17,2025-03-22
RWAI-101685,Chauhan-Tandon,Ahmedabad,Textile Manufacturing,Industrial Wastewater,Organic,3374.12,Color Pigments,5.28,950.22,170.11,3661.85,245.81,4972.16,374.69,56.3,34.11,49.02,47.6,85.09,50.56,1651690.31,9.48,86.48,25.69,70.28,483.45,Eco Packaging Sheets,Emerging,RenewBuild India,Mumbai,9.1,High,Moderately Recoverable,61.27,2025-03-02
RWAI-101686,Bhatia Group,Panipat,Industrial Dyeing,Leather Processing Waste,Polymer,1967.62,Heavy Metals,5.78,416.4,519.95,6773.16,396.92,5959.22,317.34,2.83,28.22,96.5,88.79,94.69,11.97,174823.1,2.73,48.68,38.6,45.73,191.19,Low-Cost Modular Panels,Very High,RenewBuild India,Tiruppur,4.6,Medium,Needs Advanced Treatment,46.05,2024-12-01
RWAI-101687,Tandon-Sandal,Surat,Synthetic Fiber Plant,Fabric Scraps,Leather,3165.65,Organic Contaminants,9.05,442.45,292.02,2945.74,292.7,5566.6,389.79,67.54,43.68,68.14,77.94,94.9,52.49,1295351.7,7.68,44.94,78.79,49.64,477.26,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,Surat,10.2,Low,Highly Recoverable,96.96,2026-04-06
RWAI-101688,Bhagat-Suri,Surat,Garment Processing,Plastic Laminate Waste,Polymer,118.8,High TDS,5.99,606.73,153.09,5082.23,498.83,1469.0,434.65,40.58,37.84,91.98,96.41,61.2,18.25,1761324.41,5.47,88.07,64.13,22.57,431.77,Recycled Plastic Lumber,Very High,UltraTech EcoBuild,Bhiwandi,13.6,Medium,Highly Recoverable,49.49,2023-08-11
RWAI-101689,Samra-Barad,Indore,Textile Manufacturing,Printing Dye Residue,Mixed,6554.44,Heavy Metals,6.52,129.72,394.24,5886.71,96.67,2771.28,185.81,40.68,20.4,86.59,67.99,29.45,13.44,2055928.21,7.92,77.9,38.43,78.13,148.97,Eco Bricks,High,Tata Sustainable Materials,Mumbai,3.9,High,Low Recovery Potential,41.63,2026-03-30
RWAI-101690,Kapadia-Ramachandran,Surat,Industrial Dyeing,Denim Processing Sludge,Organic,6212.29,Microplastics,6.32,1110.14,434.77,4770.27,362.92,5556.45,237.33,48.65,56.71,86.9,69.19,29.8,30.98,2358030.16,7.86,81.14,28.4,30.98,359.27,Eco Paver Blocks,High,EcoPack India,Ahmedabad,35.4,High,Needs Advanced Treatment,46.25,2025-03-12
RWAI-101691,D’Alia LLC,Coimbatore,Chemical Processing,Denim Processing Sludge,Polymer,9759.99,Heavy Metals,7.41,614.95,441.72,4489.82,17.23,809.45,375.11,56.41,27.8,43.01,45.97,73.7,28.61,1782893.68,2.37,70.72,33.14,87.01,320.61,Eco Packaging Sheets,High,Tata Sustainable Materials,Surat,11.6,Medium,Needs Advanced Treatment,58.83,2025-10-11
RWAI-101692,Dugar Ltd,Indore,Textile Manufacturing,Fabric Scraps,Organic,3600.18,Lead,5.1,232.44,262.0,2872.84,55.76,2640.07,153.23,48.45,32.93,64.21,50.33,93.37,10.82,1108136.66,5.2,90.06,31.43,67.52,101.96,Eco Paver Blocks,Emerging,EcoPack India,Noida,28.5,Medium,Low Recovery Potential,73.96,2023-09-21
RWAI-101693,"Sahni, Sampath and Gandhi",Surat,Synthetic Fiber Plant,Mixed Textile Waste,Organic,2571.55,Sulfide,8.83,869.14,547.49,7463.5,60.63,2346.06,461.35,9.86,25.87,77.19,69.8,54.15,31.95,740259.81,2.98,92.38,44.38,88.13,207.38,Compressed Construction Blocks,High,Greenply Industries,Coimbatore,28.8,Medium,Moderately Recoverable,90.32,2026-03-30
RWAI-101694,Sahota-Sen,Jaipur,Fabric Export Unit,Plastic Laminate Waste,Organic,7241.76,High TDS,8.22,458.06,564.79,2478.09,188.29,5223.39,491.8,41.6,48.8,36.73,31.53,39.63,54.7,1730209.29,2.45,40.35,57.22,55.32,367.38,Green Roofing Sheets,Medium,UltraTech EcoBuild,Mumbai,30.6,Medium,Moderately Recoverable,84.55,2025-07-07
RWAI-101695,Yogi Inc,Bhiwandi,Industrial Dyeing,Chemical Effluent,Organic,8975.14,Oil Residue,7.29,434.18,446.57,5493.33,398.13,973.43,432.34,59.9,21.25,86.72,78.38,20.96,18.54,408149.07,5.52,70.9,86.27,67.6,30.05,Industrial Pigments,Medium,Godrej Interio Eco,Mumbai,35.6,Low,Highly Recoverable,41.56,2025-12-31
RWAI-101696,Hans-Sanghvi,Coimbatore,Fabric Export Unit,Synthetic Yarn Waste,Textile,5469.09,Lead,4.5,513.06,175.5,5084.79,16.58,3127.64,229.73,28.45,49.83,44.0,44.99,22.56,55.41,2107617.49,8.31,88.34,53.96,87.35,18.17,Thermal Insulation Mats,Emerging,Greenply Industries,Panipat,19.5,Low,Low Recovery Potential,68.3,2025-03-17
RWAI-101697,"Wadhwa, Agarwal and Venkataraman",Ahmedabad,Fabric Export Unit,Fabric Scraps,Chemical,7483.52,Oil Residue,5.9,528.4,247.97,3329.16,127.79,2654.25,411.73,45.48,23.6,76.54,58.71,79.07,41.36,2301934.51,7.48,88.05,18.58,71.69,43.51,Thermal Insulation Mats,Emerging,Reliance Circular Ventures,Jaipur,11.9,High,Needs Advanced Treatment,55.39,2024-06-18
RWAI-101698,"Mani, Lad and Varghese",Ludhiana,Garment Processing,Cotton Fiber Waste,Textile,9980.7,Lead,8.27,1065.0,416.72,6849.31,158.89,2464.69,366.48,41.63,26.18,52.68,60.28,80.32,14.46,2362854.13,8.87,84.58,42.6,54.36,472.51,Compressed Construction Blocks,Medium,Asian Paints Eco Division,Bhiwandi,9.0,Low,Moderately Recoverable,46.41,2024-12-15
RWAI-101699,"Borde, Ramachandran and Ramesh",Noida,Chemical Processing,Fabric Scraps,Polymer,7447.83,Low Contamination,6.97,383.35,506.0,658.44,360.84,3755.42,227.44,63.09,36.75,65.82,72.59,72.87,27.04,204630.19,9.88,41.38,88.58,84.59,277.28,Sustainable Ceiling Panels,High,Reliance Circular Ventures,Noida,5.9,Low,Low Recovery Potential,46.1,2025-03-30
RWAI-101700,Dara LLC,Indore,Leather Processing,Printing Dye Residue,Leather,1577.47,Low Contamination,6.87,917.26,228.09,5910.65,298.31,3594.57,270.14,57.16,34.07,64.53,49.84,38.74,48.77,1710385.24,4.45,49.47,82.59,48.38,432.57,Acoustic Insulation Panels,High,RenewBuild India,Kanpur,5.2,High,Low Recovery Potential,78.49,2024-09-19
RWAI-101701,Chand-Gandhi,Tiruppur,Garment Processing,Fabric Scraps,Chemical,5883.17,Lead,8.22,897.78,348.02,280.6,143.65,4834.64,418.72,4.12,51.24,81.5,70.07,29.22,39.21,1933561.85,6.04,61.59,60.0,79.95,225.72,Industrial Pigments,Medium,Birla Eco Materials,Tiruppur,17.3,Medium,Highly Recoverable,35.52,2025-02-22
RWAI-101702,"Chand, Kale and Subramanian",Mumbai,Garment Processing,Textile Dye Waste,Leather,2213.21,Color Pigments,6.67,1139.51,128.8,4789.25,131.0,632.35,408.03,31.03,56.33,78.41,63.67,57.43,28.0,1019071.28,6.61,58.26,22.54,96.73,146.42,Circular Fashion Fibers,Very High,Adani Circular Infra,Kanpur,35.6,High,Low Recovery Potential,73.98,2024-08-20
RWAI-101703,Srinivas Inc,Mumbai,Leather Processing,Industrial Wastewater,Polymer,4925.96,Color Pigments,7.34,294.8,54.62,5201.9,302.22,5302.97,337.21,64.73,54.32,25.25,27.67,49.19,35.92,117164.85,5.42,67.5,65.98,50.14,434.18,Green Roofing Sheets,High,Tata Sustainable Materials,Jaipur,30.3,Low,Needs Advanced Treatment,45.95,2025-10-30
RWAI-101704,Krishnan and Sons,Indore,Garment Processing,Polyester Sludge,Organic,2036.5,Low Contamination,6.05,724.17,326.06,3204.44,245.6,1656.71,313.58,36.95,53.14,91.1,99.02,69.45,54.2,791708.2,7.8,90.45,67.59,22.46,198.97,Acoustic Insulation Panels,Medium,JSW Green Materials,Coimbatore,7.7,High,Low Recovery Potential,95.64,2025-04-03
RWAI-101705,Dube Inc,Tiruppur,Textile Manufacturing,Polyester Sludge,Leather,2659.23,Heavy Metals,8.55,177.34,552.0,1796.36,152.46,4850.99,464.67,67.87,40.17,50.73,57.59,23.73,23.08,1278970.95,3.52,44.49,54.46,22.51,291.84,Thermal Insulation Mats,Medium,Adani Circular Infra,Noida,28.7,Medium,Needs Advanced Treatment,83.0,2023-09-17
RWAI-101706,"Ganguly, Saha and Sankaran",Tiruppur,Fabric Export Unit,Plastic Laminate Waste,Leather,9707.72,Low Contamination,5.76,861.5,486.2,4055.45,293.62,4096.86,270.22,22.07,54.25,65.11,59.9,43.7,50.68,894342.94,2.46,68.82,47.69,73.65,272.88,Eco Concrete Additives,Medium,Adani Circular Infra,Noida,19.4,Medium,Moderately Recoverable,65.55,2025-01-10
RWAI-101707,Kade PLC,Coimbatore,Garment Processing,Leather Processing Waste,Organic,4015.59,Microplastics,6.41,198.99,155.44,7920.97,18.51,549.68,484.55,65.08,34.21,57.65,44.75,33.39,18.55,1197216.17,2.94,49.41,22.56,94.83,7.73,Acoustic Insulation Panels,Medium,Tata Sustainable Materials,Mumbai,34.2,Low,Highly Recoverable,33.82,2024-04-21
RWAI-101708,Khalsa Inc,Kanpur,Synthetic Fiber Plant,Printing Dye Residue,Textile,126.26,Color Pigments,7.1,1038.7,503.45,5817.52,386.94,1854.12,222.34,44.95,35.23,26.79,24.9,87.91,61.69,702556.08,5.14,73.38,68.44,22.54,228.6,Recycled Plastic Lumber,Emerging,Birla Eco Materials,Panipat,28.6,Medium,Moderately Recoverable,67.5,2025-09-11
RWAI-101709,"Jhaveri, Grewal and Sachdeva",Panipat,Industrial Dyeing,Chemical Effluent,Polymer,298.01,Chromium,7.07,634.99,480.16,268.25,25.82,2930.39,9.79,33.45,24.76,34.12,26.82,51.43,18.53,1083386.51,4.57,50.62,25.09,51.06,30.44,Biodegradable Packaging,Emerging,JSW Green Materials,Kanpur,31.6,High,Highly Recoverable,95.74,2023-12-07
RWAI-101710,"Yohannan, Sami and Biswas",Kanpur,Fabric Export Unit,Denim Processing Sludge,Textile,8007.61,Oil Residue,5.42,333.17,222.46,3014.51,424.9,5527.75,428.33,6.57,41.27,28.91,33.03,28.1,26.38,806640.5,3.84,46.15,78.0,87.76,269.69,Recycled Fiber Boards,Very High,EcoPack India,Mumbai,32.8,Low,Low Recovery Potential,50.5,2025-11-09
RWAI-101711,Bhatti-Subramaniam,Panipat,Industrial Dyeing,Plastic Laminate Waste,Organic,7785.83,Color Pigments,5.76,516.23,57.87,7864.64,389.4,3542.48,14.0,15.14,35.34,52.49,58.64,24.87,55.17,1524367.77,1.26,85.79,75.08,51.79,301.74,Eco Paver Blocks,Very High,EcoPack India,Noida,17.0,Medium,Highly Recoverable,44.75,2024-11-23
RWAI-101712,"Chauhan, Amble and Rana",Surat,Synthetic Fiber Plant,Denim Processing Sludge,Mixed,938.11,Sulfide,4.96,1134.63,107.21,3285.94,116.69,5044.88,463.43,19.33,20.61,75.0,81.34,23.03,68.75,2405525.54,3.82,42.31,62.54,98.81,245.98,Eco Bricks,Very High,RenewBuild India,Noida,18.6,Low,Moderately Recoverable,86.81,2024-08-18
RWAI-101713,Saran Ltd,Ahmedabad,Synthetic Fiber Plant,Plastic Laminate Waste,Chemical,4718.87,Oil Residue,5.17,557.57,285.85,7784.37,78.2,3292.52,64.83,29.44,27.51,73.46,77.93,21.4,52.66,538450.12,4.02,65.76,78.1,51.74,37.56,Automotive Soundproof Panels,Emerging,RenewBuild India,Jaipur,18.1,Medium,Highly Recoverable,48.55,2023-11-21
RWAI-101714,"Deo, Banik and Chadha",Indore,Textile Manufacturing,Industrial Wastewater,Chemical,8761.34,Sulfide,6.88,63.78,18.67,4026.24,225.34,1218.1,235.68,11.06,32.31,68.3,66.04,31.42,44.21,292441.13,6.21,58.54,58.84,52.52,419.87,Thermal Insulation Mats,High,Reliance Circular Ventures,Coimbatore,27.7,High,Low Recovery Potential,45.94,2024-10-01
RWAI-101715,Yogi-Khalsa,Indore,Leather Processing,Textile Dye Waste,Mixed,5270.82,Heavy Metals,6.66,156.72,80.4,5671.27,364.35,2220.3,477.63,48.86,45.03,91.79,79.27,65.49,49.02,1021647.89,7.08,43.64,41.25,76.92,14.87,Recycled Fiber Boards,Very High,Reliance Circular Ventures,Noida,6.9,Medium,Highly Recoverable,60.54,2024-09-11
RWAI-101716,Sandal-Majumdar,Mumbai,Fabric Export Unit,Polyester Sludge,Polymer,1370.89,High TDS,5.24,713.28,207.6,1692.11,365.55,1042.31,202.14,22.41,46.41,78.08,66.86,95.18,28.88,1554552.25,2.59,76.57,74.19,54.42,403.68,Sustainable Wall Tiles,Emerging,RenewBuild India,Surat,21.2,Medium,Needs Advanced Treatment,96.27,2026-03-02
RWAI-101717,Mannan-Saxena,Surat,Textile Manufacturing,Printing Dye Residue,Textile,1661.82,Lead,5.18,159.05,123.45,1490.81,48.71,3292.38,487.0,27.69,25.0,54.07,45.03,94.65,35.43,899662.26,8.44,76.53,23.32,25.44,415.59,Industrial Pigments,Medium,JSW Green Materials,Tiruppur,27.3,Medium,Needs Advanced Treatment,40.28,2025-05-20
RWAI-101718,Kari-Divan,Ahmedabad,Chemical Processing,Denim Processing Sludge,Organic,3161.01,Sulfide,6.76,119.29,596.38,5461.33,92.81,4467.07,110.34,65.83,20.57,38.65,43.96,41.52,27.13,1777884.85,6.92,62.81,32.42,64.22,400.74,Thermal Insulation Mats,Medium,Mahindra Sustainable Solutions,Noida,17.4,High,Highly Recoverable,30.23,2024-12-12
RWAI-101719,"Kapoor, Roy and Shetty",Ludhiana,Textile Manufacturing,Textile Dye Waste,Chemical,284.13,Color Pigments,8.83,1192.47,105.84,5389.57,64.93,2602.01,268.83,42.01,40.78,47.86,45.87,91.15,43.9,1017433.22,8.02,59.35,42.76,21.76,71.34,Automotive Soundproof Panels,Very High,Adani Circular Infra,Surat,23.9,High,Needs Advanced Treatment,36.86,2023-09-28
RWAI-101720,Gupta LLC,Tiruppur,Textile Manufacturing,Industrial Wastewater,Textile,2165.19,Sulfide,5.69,856.33,499.32,5021.38,438.15,1501.57,261.77,62.22,29.3,52.35,45.52,29.44,51.24,2219815.92,4.28,46.98,87.19,42.36,10.67,Thermal Insulation Mats,High,JSW Green Materials,Mumbai,20.5,High,Needs Advanced Treatment,35.11,2025-12-28
RWAI-101721,Kunda Inc,Noida,Garment Processing,Mixed Textile Waste,Organic,7367.01,Sulfide,6.34,444.02,539.79,3908.03,42.87,4606.82,329.65,47.74,33.7,96.28,110.52,37.81,73.77,463890.41,1.76,95.74,61.39,47.05,300.35,Biodegradable Packaging,Emerging,Reliance Circular Ventures,Bhiwandi,13.6,High,Low Recovery Potential,54.44,2024-10-07
RWAI-101722,Saran Group,Indore,Synthetic Fiber Plant,Mixed Textile Waste,Polymer,4262.87,Heavy Metals,5.8,687.71,256.71,3317.66,335.26,5755.15,250.11,5.56,55.23,50.93,51.26,72.04,50.23,2362987.81,8.3,71.43,28.77,96.29,219.99,Recycled Plastic Lumber,Medium,UltraTech EcoBuild,Panipat,13.6,High,Needs Advanced Treatment,72.88,2025-06-18
RWAI-101723,"Deol, Majumdar and Joshi",Coimbatore,Garment Processing,Printing Dye Residue,Polymer,2942.44,Heavy Metals,4.59,369.48,201.86,5329.5,128.66,4067.67,129.7,51.97,48.94,37.05,31.17,80.09,8.78,1480870.87,2.55,70.8,34.46,98.99,132.16,Acoustic Insulation Panels,Medium,JSW Green Materials,Ludhiana,28.1,High,Moderately Recoverable,87.49,2026-04-17
RWAI-101724,Randhawa Group,Panipat,Fabric Export Unit,Industrial Wastewater,Polymer,2363.34,Heavy Metals,7.12,1127.98,40.47,3319.06,357.25,3449.91,326.78,48.99,33.52,33.14,33.54,63.27,19.9,1335577.95,3.29,53.85,83.64,57.61,255.28,Eco Bricks,High,EcoPack India,Ahmedabad,26.9,Medium,Low Recovery Potential,80.13,2023-10-19
RWAI-101725,Halder-Chakraborty,Coimbatore,Industrial Dyeing,Fabric Scraps,Leather,3058.46,Organic Contaminants,8.37,111.6,430.89,1457.77,107.18,2358.54,25.32,59.42,46.83,64.96,50.57,58.69,51.92,2163250.79,5.06,68.45,72.37,58.72,103.62,Low-Cost Modular Panels,High,Mahindra Sustainable Solutions,Ahmedabad,19.3,High,Needs Advanced Treatment,94.41,2024-03-20
RWAI-101726,Sachdeva Ltd,Panipat,Synthetic Fiber Plant,Textile Dye Waste,Polymer,9328.87,Lead,8.19,1007.77,158.96,3661.06,232.32,4237.23,336.05,60.14,46.78,81.39,71.84,26.44,47.2,737212.74,5.07,87.32,31.07,53.96,449.24,Industrial Absorbent Pads,Emerging,EcoPack India,Tiruppur,20.5,High,Moderately Recoverable,84.66,2025-07-03
RWAI-101727,Sen-Goda,Coimbatore,Industrial Dyeing,Denim Processing Sludge,Textile,9402.57,Heavy Metals,5.34,567.09,76.01,1263.34,157.39,1688.78,94.81,33.52,53.51,73.78,69.22,96.7,56.87,2030744.54,6.91,87.36,41.21,96.52,142.36,Eco Furniture Boards,Emerging,Greenply Industries,Jaipur,18.7,High,Needs Advanced Treatment,82.97,2024-06-07
RWAI-101728,"Shanker, Jhaveri and Kar",Jaipur,Leather Processing,Textile Dye Waste,Textile,4101.89,Chromium,5.67,1092.1,505.36,7874.08,169.62,4179.44,40.78,28.72,41.06,55.18,50.11,90.78,53.63,1816644.33,4.89,55.09,66.21,28.66,472.56,Recycled Plastic Lumber,Medium,JSW Green Materials,Indore,26.8,Medium,Needs Advanced Treatment,92.17,2023-11-19
RWAI-101729,Dass-Toor,Coimbatore,Textile Manufacturing,Printing Dye Residue,Textile,5087.65,Color Pigments,7.17,418.77,42.06,5296.23,192.19,2515.56,194.03,40.96,23.06,30.21,29.0,74.23,18.52,1097943.46,9.0,71.08,10.76,44.56,354.61,Eco Bricks,Very High,UltraTech EcoBuild,Bhiwandi,23.0,Low,Needs Advanced Treatment,65.83,2024-03-17
RWAI-101730,"Anne, Kale and Tara",Tiruppur,Textile Manufacturing,Mixed Textile Waste,Polymer,3907.4,Sulfide,9.14,1047.19,302.45,6697.4,73.52,2749.17,453.54,48.35,43.94,77.81,66.11,85.0,39.86,550583.05,4.97,71.65,25.59,31.22,43.25,Biodegradable Packaging,Very High,Mahindra Sustainable Solutions,Ahmedabad,29.7,High,Highly Recoverable,90.54,2025-12-26
RWAI-101731,Wali-Sachar,Mumbai,Synthetic Fiber Plant,Plastic Laminate Waste,Polymer,896.27,Color Pigments,4.91,1134.07,544.08,2980.39,448.61,647.21,454.88,54.85,53.7,31.26,29.65,37.08,33.54,386148.04,3.52,65.38,42.49,32.68,47.33,Thermal Insulation Mats,Very High,Adani Circular Infra,Kanpur,31.1,Low,Low Recovery Potential,94.09,2023-09-26
RWAI-101732,Dar Group,Noida,Textile Manufacturing,Mixed Textile Waste,Organic,8366.58,Low Contamination,5.9,1050.66,46.07,3320.36,153.71,2312.8,318.46,38.46,39.81,86.78,98.35,85.25,28.99,1189778.14,5.62,83.48,16.84,76.8,484.66,Eco Concrete Additives,Emerging,RenewBuild India,Coimbatore,17.1,Medium,Moderately Recoverable,37.37,2024-05-21
RWAI-101733,"Buch, Mandal and Kalla",Jaipur,Synthetic Fiber Plant,Plastic Laminate Waste,Chemical,1219.64,Lead,4.71,855.71,280.1,1379.43,63.26,467.04,104.26,40.83,31.73,61.73,56.37,30.28,73.55,1815233.51,9.15,96.94,52.74,77.4,354.31,Recycled Fiber Boards,Medium,Greenply Industries,Jaipur,20.2,Medium,Needs Advanced Treatment,49.05,2025-01-10
RWAI-101734,Kapoor Inc,Ludhiana,Industrial Dyeing,Printing Dye Residue,Textile,9691.19,High TDS,7.39,1165.98,152.21,1882.42,194.71,1030.94,39.21,10.12,26.76,53.49,40.65,50.42,64.26,1661269.21,4.89,44.75,53.53,79.11,235.1,Compressed Construction Blocks,High,Godrej Interio Eco,Mumbai,18.6,Low,Needs Advanced Treatment,68.52,2024-05-08
RWAI-101735,Kalita LLC,Kanpur,Fabric Export Unit,Industrial Wastewater,Mixed,1349.31,Heavy Metals,4.61,720.79,380.68,7268.84,278.25,4062.76,318.67,67.14,43.99,86.62,67.3,45.35,24.39,2094037.16,4.97,61.71,28.6,21.13,21.2,Thermal Insulation Mats,Emerging,Mahindra Sustainable Solutions,Ahmedabad,22.1,High,Needs Advanced Treatment,75.96,2023-11-11
RWAI-101736,Andra Inc,Tiruppur,Industrial Dyeing,Cotton Fiber Waste,Leather,3361.57,Color Pigments,6.19,625.44,424.91,6481.32,66.96,1862.69,348.79,34.72,26.03,27.37,30.47,40.04,55.24,468469.13,9.17,90.36,31.82,26.48,232.47,Eco Concrete Additives,Medium,EcoPack India,Ludhiana,22.2,Medium,Moderately Recoverable,95.67,2025-12-22
RWAI-101737,Kale-Lall,Coimbatore,Chemical Processing,Mixed Textile Waste,Mixed,1140.58,Lead,5.99,800.29,166.76,3208.07,47.74,4097.75,291.1,12.51,30.36,59.61,63.4,65.01,60.51,640517.13,8.26,75.67,59.76,56.43,83.72,Eco Paver Blocks,Very High,Tata Sustainable Materials,Kanpur,11.7,Low,Moderately Recoverable,88.32,2024-09-14
RWAI-101738,"Bali, Johal and Seshadri",Panipat,Industrial Dyeing,Fabric Scraps,Polymer,7592.45,Organic Contaminants,8.9,1164.11,100.65,1040.96,136.76,1236.18,437.91,23.97,58.8,49.06,42.15,44.56,56.27,2424963.21,5.85,76.68,54.86,79.92,30.78,Recycled Fiber Boards,Very High,UltraTech EcoBuild,Ludhiana,25.4,High,Needs Advanced Treatment,34.99,2026-05-01
RWAI-101739,Korpal-Toor,Ludhiana,Industrial Dyeing,Cotton Fiber Waste,Organic,2155.5,Oil Residue,7.79,473.77,596.52,7647.33,164.86,713.96,60.84,2.68,24.03,36.07,27.97,60.77,27.5,1096038.25,8.5,70.57,79.76,56.57,37.8,Recycled Plastic Lumber,Medium,Mahindra Sustainable Solutions,Ludhiana,15.2,High,Moderately Recoverable,66.84,2024-01-22
RWAI-101740,Balasubramanian-Kapadia,Ahmedabad,Garment Processing,Mixed Textile Waste,Organic,2356.74,Color Pigments,8.84,968.51,93.73,6102.51,227.47,5965.17,236.99,45.29,32.65,94.87,102.06,87.27,58.91,1795591.81,5.29,81.71,68.09,87.66,384.08,Sustainable Wall Tiles,High,Asian Paints Eco Division,Bhiwandi,10.1,High,Moderately Recoverable,91.13,2025-01-11
RWAI-101741,"Mangat, Mann and Shenoy",Coimbatore,Fabric Export Unit,Mixed Textile Waste,Mixed,2593.78,Color Pigments,6.43,97.64,410.19,4525.19,281.75,594.63,447.75,15.0,41.48,65.45,59.17,59.79,64.71,46829.19,5.43,80.92,73.26,94.51,227.57,Green Roofing Sheets,Emerging,Adani Circular Infra,Ahmedabad,24.7,High,Highly Recoverable,74.65,2023-08-08
