batch_id,factory_name,city,waste_type,material_category,quantity_kg,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,estimated_market_value_inr,recommended_product,recommended_buyer,upload_date
RW-10357,Nguyen-Collins,Coimbatore,Polyester Fiber Scrap,Textile,204.94,Lead,7.9,183.11,178.56,1090.44,46.21,779.17,111.22,36.52,30.29,80.42,71.35,66.95,9.25,393302.43,Industrial Pigments,CircularTex Pvt Ltd,2024-10-27
RW-10358,"Jones, Delgado and Holder",Coimbatore,Mixed Textile Waste,Textile,242.87,Oil Residue,7.13,700.31,282.49,3207.22,294.3,3320.3,165.1,52.94,49.97,26.1,20.82,22.79,24.43,101334.4,Recycled Fiber Sheets,GreenBuild Industries,2024-05-14
RW-10359,"Jones, Kent and White",Ludhiana,Cotton Wastewater,Mixed,3029.95,Lead,7.74,758.67,360.96,3853.49,174.8,1394.53,90.85,14.4,35.0,71.05,74.31,69.26,50.93,220419.16,Eco Packaging,GreenBuild Industries,2025-08-23
RW-10360,Schneider Group,Coimbatore,Fabric Scraps,Organic,4188.5,Lead,6.34,726.4,121.19,3934.85,187.42,2995.88,161.0,27.09,43.76,61.16,59.99,66.91,57.19,90005.0,Eco Bricks,UrbanEco Materials,2024-09-24
RW-10361,Price Group,Tiruppur,Industrial Wastewater,Chemical,1518.49,Organic Contaminants,5.8,821.41,69.35,2307.29,110.12,3194.8,23.52,31.97,21.56,89.32,92.33,32.02,21.59,108189.78,Industrial Pigments,CircularTex Pvt Ltd,2025-11-04
RW-10362,Sandoval LLC,Coimbatore,Mixed Textile Waste,Mixed,2213.36,Organic Contaminants,8.45,372.45,182.44,3620.01,266.56,2973.68,82.79,54.83,35.47,91.98,81.03,91.38,35.22,377933.57,Eco Packaging,EcoPack Solutions,2024-07-04
RW-10363,Cuevas-Lowe,Tiruppur,Polyester Fiber Scrap,Chemical,3361.7,Sulfide,5.3,73.18,339.13,2346.98,82.64,3691.79,122.55,44.19,26.64,56.98,55.14,59.08,37.95,67896.11,Insulation Boards,RenewLoop Manufacturing,2025-12-07
RW-10364,George-Ryan,Mumbai,Dye Residue,Textile,4015.97,Microplastics,4.99,275.01,134.94,2556.49,205.4,3272.76,128.88,27.46,50.26,50.48,39.02,56.72,45.07,391561.58,Eco Bricks,SustainFab Industries,2025-07-06
RW-10365,"Williams, Gonzalez and Fisher",Coimbatore,Mixed Textile Waste,Polymer,1811.14,Heavy Metals,6.76,507.01,301.93,2586.13,90.08,2897.89,90.79,31.79,53.52,31.3,34.41,28.42,30.03,431254.12,Industrial Pigments,RenewLoop Manufacturing,2025-09-06
RW-10366,Hunt-Collins,Surat,Sludge,Textile,731.54,Organic Contaminants,5.09,156.16,393.98,2280.24,254.99,2737.72,158.98,36.63,21.7,76.12,72.31,54.13,32.47,284432.11,Eco Bricks,GreenBuild Industries,2024-12-31
RW-10367,Garcia-Lewis,Surat,Sludge,Mixed,1276.52,Low Contamination,7.63,73.69,341.89,263.92,163.77,1245.9,135.78,56.79,31.97,68.32,70.63,30.75,34.79,91116.35,Insulation Boards,SustainFab Industries,2025-01-08
RW-10368,Lewis-Williams,Tiruppur,Textile Dye Waste,Chemical,3991.05,Low Contamination,5.06,246.55,267.89,442.87,157.61,624.37,28.51,40.99,25.31,78.68,58.75,72.93,29.54,69344.89,Industrial Pigments,UrbanEco Materials,2024-08-31
RW-10369,Sullivan and Sons,Tiruppur,Sludge,Textile,4675.32,Lead,7.44,247.7,96.5,3990.79,173.52,1637.26,24.45,2.81,43.77,22.83,23.39,24.26,31.05,65129.99,Recycled Fiber Sheets,CircularTex Pvt Ltd,2025-01-21
RW-10370,Grant-Moss,Tiruppur,Polyester Fiber Scrap,Chemical,2963.72,Chromium,4.82,479.3,127.46,3491.15,231.45,3559.89,186.23,7.02,44.92,94.66,81.85,70.77,27.41,271925.85,Recycled Fiber Sheets,EcoPack Solutions,2024-11-27
RW-10371,Moore-Matthews,Ludhiana,Fabric Scraps,Textile,4255.26,High TDS,7.08,775.67,116.79,2316.52,69.54,2063.97,97.88,43.03,36.19,65.34,63.55,74.9,52.21,142706.15,Acoustic Panels,UrbanEco Materials,2025-09-08
RW-10372,Hudson-Figueroa,Kanpur,Polyester Fiber Scrap,Mixed,2111.03,Lead,8.51,132.29,44.14,4006.25,143.4,1543.88,56.26,49.96,25.76,52.82,44.29,38.43,33.11,73889.45,Recycled Fiber Sheets,EcoPack Solutions,2025-01-08
RW-10373,Liu-Gonzalez,Jaipur,Mixed Textile Waste,Polymer,1424.65,High TDS,6.42,798.99,332.22,1659.22,259.45,3717.93,98.41,26.83,53.1,39.53,37.83,44.28,47.28,398072.8,Eco Packaging,CircularTex Pvt Ltd,2024-09-04
RW-10374,Stafford-Morris,Coimbatore,Cotton Wastewater,Mixed,4606.77,Microplastics,5.52,329.67,267.83,2699.92,259.37,2444.38,36.02,12.53,44.79,33.86,25.5,37.68,28.9,108025.15,Eco Packaging,CircularTex Pvt Ltd,2024-09-15
RW-10375,Lambert-Miller,Surat,Dye Residue,Mixed,878.87,Oil Residue,7.98,681.24,29.89,1642.76,81.36,1215.61,199.28,24.51,29.25,51.45,50.16,32.13,50.95,242267.02,Industrial Pigments,GreenBuild Industries,2025-06-05
RW-10376,"Fox, Contreras and Garcia",Ahmedabad,Textile Dye Waste,Textile,2935.84,Organic Contaminants,5.5,304.36,213.05,2679.76,69.46,1981.22,101.86,17.67,21.36,73.94,71.17,34.09,21.98,132578.37,Eco Bricks,SustainFab Industries,2025-09-25
RW-10377,"Jones, Lopez and Jones",Mumbai,Polyester Fiber Scrap,Chemical,4693.93,Organic Contaminants,5.7,63.39,33.33,1221.94,206.72,2890.75,12.68,20.21,29.25,35.54,27.12,45.83,58.87,411542.48,Insulation Boards,EcoPack Solutions,2025-05-11
RW-10378,Bailey Ltd,Tiruppur,Fabric Scraps,Organic,3963.12,Microplastics,5.58,385.41,130.46,1166.06,69.82,278.13,161.27,21.77,54.87,36.52,34.28,87.78,28.95,164235.35,Eco Packaging,SustainFab Industries,2025-05-16
RW-10379,Payne-Baldwin,Surat,Sludge,Chemical,2491.7,Heavy Metals,5.37,377.9,38.85,3470.29,124.06,2751.45,163.72,27.83,21.91,31.29,33.71,49.81,52.69,391550.97,Insulation Boards,GreenBuild Industries,2025-05-14
RW-10380,"Ramsey, Dunn and Coleman",Ludhiana,Cotton Wastewater,Polymer,3193.08,Low Contamination,7.23,718.86,327.21,240.39,74.68,1984.76,154.66,32.81,31.0,40.42,31.72,35.89,25.85,14593.54,Insulation Boards,GreenBuild Industries,2025-03-29
RW-10381,Hall-Sharp,Mumbai,Synthetic Fiber Residue,Chemical,2006.86,Heavy Metals,5.52,225.64,99.3,2336.6,278.91,2733.76,159.52,8.72,54.39,81.97,80.03,64.34,13.05,316003.69,Recycled Fiber Sheets,EcoPack Solutions,2024-12-15
RW-10382,Smith and Sons,Tiruppur,Sludge,Polymer,3231.05,Organic Contaminants,8.33,222.21,64.31,3783.98,110.73,2251.27,41.88,47.13,35.74,90.92,88.03,73.37,14.28,92918.25,Eco Bricks,GreenBuild Industries,2024-06-01
RW-10383,Collins Ltd,Surat,Dye Residue,Organic,2594.24,Heavy Metals,8.39,734.45,66.23,4006.18,62.92,2070.06,165.84,55.43,54.53,94.47,71.37,38.76,16.76,23962.3,Eco Bricks,EcoPack Solutions,2025-06-10
RW-10384,Conner PLC,Kanpur,Fabric Scraps,Textile,2551.03,Lead,5.21,242.54,143.79,1464.78,21.59,1127.89,131.89,24.03,41.23,97.04,76.58,75.98,32.79,54913.04,Recycled Fiber Sheets,EcoPack Solutions,2026-01-18
RW-10385,"Murphy, Jackson and Miller",Coimbatore,Dye Residue,Organic,1137.31,Organic Contaminants,4.83,607.07,228.77,2767.91,146.57,1454.7,118.55,24.36,41.58,65.56,71.05,45.45,6.86,83504.57,Acoustic Panels,SustainFab Industries,2025-09-13
RW-10386,Rodriguez-Jackson,Surat,Polyester Fiber Scrap,Mixed,1222.89,Oil Residue,7.22,266.5,317.63,4163.17,235.17,2161.68,86.85,54.6,47.54,33.99,29.05,74.88,31.37,233177.75,Eco Packaging,RenewLoop Manufacturing,2025-11-20
RW-10387,Garcia PLC,Kanpur,Industrial Wastewater,Organic,4768.56,Oil Residue,6.01,640.44,73.57,4432.95,204.73,2289.9,191.34,47.5,54.67,88.68,70.29,82.22,19.0,106911.05,Acoustic Panels,SustainFab Industries,2025-05-13
RW-10388,"Vargas, Carpenter and Johnson",Ahmedabad,Textile Dye Waste,Mixed,3233.53,Lead,6.82,810.5,287.04,3318.86,142.99,554.33,61.98,1.24,49.15,89.08,85.7,26.6,48.22,228470.66,Acoustic Panels,SustainFab Industries,2025-06-29
RW-10389,Cooper Group,Surat,Polyester Fiber Scrap,Polymer,936.04,Heavy Metals,5.57,161.76,243.92,3441.06,113.28,1902.06,193.98,4.6,54.68,35.1,31.98,83.92,43.69,189639.84,Eco Packaging,SustainFab Industries,2024-11-02
RW-10390,Olson-Brown,Mumbai,Dye Residue,Chemical,618.86,Color Pigments,4.79,702.25,151.86,3325.8,128.97,726.73,16.56,55.43,23.24,38.58,42.41,94.94,39.42,301890.13,Acoustic Panels,RenewLoop Manufacturing,2025-03-21
RW-10391,"Donovan, Steele and Kim",Kanpur,Sludge,Mixed,2438.92,Low Contamination,8.93,755.31,43.13,2651.85,223.0,2045.51,120.43,31.46,27.87,83.07,69.73,46.45,49.33,430714.63,Eco Bricks,EcoPack Solutions,2025-08-31
RW-10392,Parker LLC,Coimbatore,Cotton Wastewater,Textile,1542.03,Lead,5.6,660.0,28.45,3531.64,202.0,1076.28,193.09,42.29,29.56,42.28,32.87,55.18,49.89,216950.94,Acoustic Panels,GreenBuild Industries,2025-11-30
RW-10393,Davila-Hunt,Coimbatore,Polyester Fiber Scrap,Mixed,683.66,Microplastics,6.69,108.52,392.14,2986.61,214.53,218.51,127.07,28.73,51.06,46.22,44.41,72.82,17.36,117991.94,Insulation Boards,UrbanEco Materials,2025-12-23
RW-10394,Avila-Hall,Jaipur,Dye Residue,Mixed,2011.87,Sulfide,7.11,568.11,102.6,4432.23,65.06,3290.39,99.36,54.84,27.84,86.23,86.4,85.26,54.46,64653.46,Recycled Fiber Sheets,SustainFab Industries,2024-11-03
RW-10395,Smith Ltd,Kanpur,Industrial Wastewater,Mixed,4713.58,Chromium,8.22,139.45,91.87,1564.02,187.9,1882.33,161.6,11.47,29.1,49.42,51.79,40.41,16.49,345818.03,Recycled Fiber Sheets,CircularTex Pvt Ltd,2024-12-26
RW-10396,"Tran, Contreras and Henry",Surat,Textile Dye Waste,Chemical,3575.04,Color Pigments,8.67,71.9,50.03,4683.88,285.83,457.77,108.63,28.41,25.36,24.43,22.38,57.83,41.1,223823.53,Insulation Boards,GreenBuild Industries,2024-11-08
RW-10397,Boyer-George,Ahmedabad,Dye Residue,Textile,1602.47,Color Pigments,4.64,621.36,14.76,3055.98,115.48,1233.33,24.21,15.96,26.2,56.35,50.34,74.61,12.85,289158.92,Eco Bricks,EcoPack Solutions,2025-08-02
RW-10398,Miller Ltd,Tiruppur,Industrial Wastewater,Mixed,2017.93,Color Pigments,6.26,379.14,167.02,4717.21,10.21,2209.14,60.59,2.06,36.7,57.31,59.18,25.37,10.06,150103.64,Acoustic Panels,UrbanEco Materials,2024-09-02
RW-10399,"Fuller, Sullivan and York",Surat,Dye Residue,Textile,4947.49,Low Contamination,6.62,255.35,350.4,4316.82,213.58,447.32,60.11,2.51,20.59,34.01,33.3,78.83,37.17,184025.1,Recycled Fiber Sheets,GreenBuild Industries,2024-07-06
RW-10400,Reyes Ltd,Ludhiana,Chemical Effluent,Textile,3262.36,Microplastics,6.42,341.64,14.99,1661.07,239.64,1892.41,78.19,35.05,29.81,50.43,52.42,42.66,9.3,346589.63,Industrial Pigments,RenewLoop Manufacturing,2024-06-21
RW-10401,"Roberts, Barton and Perkins",Tiruppur,Fabric Scraps,Chemical,1852.57,Organic Contaminants,6.22,667.3,52.65,3862.04,230.94,1329.87,129.37,28.25,27.99,80.24,66.87,63.02,17.0,364121.64,Eco Bricks,UrbanEco Materials,2024-11-17
RW-10402,Dean-Hays,Tiruppur,Synthetic Fiber Residue,Mixed,2708.82,Low Contamination,5.87,250.39,92.18,375.21,27.04,1490.86,192.9,51.88,54.42,38.38,28.79,64.94,58.71,277488.52,Eco Packaging,RenewLoop Manufacturing,2024-10-06
RW-10403,Thompson Inc,Tiruppur,Sludge,Chemical,3512.24,High TDS,8.29,265.75,191.35,1570.08,187.72,3035.47,157.06,24.05,45.28,51.8,50.89,71.23,44.18,227993.95,Eco Packaging,GreenBuild Industries,2025-04-10
RW-10404,"Watson, Johnson and Nelson",Kanpur,Chemical Effluent,Organic,4866.36,Lead,6.92,477.84,20.58,4851.86,134.4,3863.11,130.86,32.37,51.84,34.42,30.23,48.89,29.89,28173.13,Eco Bricks,CircularTex Pvt Ltd,2025-12-25
RW-10405,Sullivan-Avery,Ludhiana,Fabric Scraps,Organic,2451.64,Heavy Metals,8.05,158.01,54.08,744.91,44.96,3413.28,6.69,13.27,29.57,67.64,70.7,43.35,27.46,11746.37,Eco Bricks,GreenBuild Industries,2025-09-26
RW-10406,"Clarke, Griffith and Mahoney",Ludhiana,Fabric Scraps,Chemical,2625.9,Chromium,7.41,91.77,62.99,3422.25,41.48,3000.21,32.67,53.12,43.55,46.79,49.68,21.55,32.64,260197.96,Industrial Pigments,UrbanEco Materials,2024-09-07
RW-10407,Reed-Collins,Ahmedabad,Dye Residue,Polymer,3902.35,Chromium,6.22,505.39,247.11,1162.25,240.42,1415.48,126.27,22.33,23.3,36.64,38.64,40.26,36.67,96155.23,Recycled Fiber Sheets,CircularTex Pvt Ltd,2026-01-31
RW-10408,Stephens PLC,Jaipur,Polyester Fiber Scrap,Textile,4153.1,Color Pigments,8.29,711.39,216.49,673.73,16.17,3458.44,170.55,27.78,20.24,64.17,57.25,66.41,40.25,462283.87,Eco Packaging,RenewLoop Manufacturing,2026-03-27
RW-10409,Crawford-Riley,Ludhiana,Polyester Fiber Scrap,Chemical,2837.0,Microplastics,8.79,213.89,381.1,3570.5,184.63,2962.91,167.17,39.14,28.16,73.5,67.95,26.69,56.29,321024.93,Eco Bricks,UrbanEco Materials,2024-09-21
RW-10410,Lewis-Wells,Kanpur,Textile Dye Waste,Textile,1236.2,Microplastics,8.55,514.49,250.05,2713.64,58.65,1869.16,72.7,24.14,40.34,82.06,79.13,59.84,14.18,329412.41,Insulation Boards,RenewLoop Manufacturing,2024-11-16
RW-10411,Dixon-Clark,Ludhiana,Textile Dye Waste,Organic,1320.13,Lead,8.1,272.47,192.3,720.72,17.38,2543.57,145.64,2.92,50.12,63.26,69.45,36.65,46.99,304739.2,Eco Bricks,CircularTex Pvt Ltd,2026-05-02
RW-10412,Strong Ltd,Kanpur,Industrial Wastewater,Chemical,2483.4,Color Pigments,6.53,796.32,350.3,4319.6,218.92,3064.95,34.06,54.09,24.74,79.92,57.78,93.2,17.12,207297.94,Industrial Pigments,RenewLoop Manufacturing,2025-12-03
RW-10413,Johnson-Lewis,Surat,Mixed Textile Waste,Chemical,2305.16,Color Pigments,6.25,805.98,88.04,2776.45,20.78,105.95,143.78,43.36,49.27,30.46,29.43,56.97,26.37,331445.9,Eco Bricks,EcoPack Solutions,2025-09-11
RW-10414,Perez-Pena,Ahmedabad,Synthetic Fiber Residue,Chemical,4810.88,Microplastics,4.63,642.3,267.07,3161.28,269.68,2452.44,68.66,4.66,40.57,94.59,96.72,36.88,42.9,165985.93,Eco Packaging,EcoPack Solutions,2025-08-28
RW-10415,"Baker, Flores and Garner",Ahmedabad,Chemical Effluent,Textile,3538.98,High TDS,4.72,452.17,180.12,3951.25,230.09,2682.53,93.55,2.54,32.74,53.42,43.59,64.48,37.03,422446.61,Eco Packaging,GreenBuild Industries,2024-07-20
RW-10416,"Keith, Williams and Collins",Ahmedabad,Cotton Wastewater,Mixed,1661.5,Sulfide,5.39,673.62,106.93,4932.0,48.19,2999.15,15.73,58.63,42.13,69.65,75.0,79.78,36.35,106658.97,Acoustic Panels,CircularTex Pvt Ltd,2025-01-10
RW-10417,Smith-West,Jaipur,Sludge,Textile,2235.42,Chromium,8.09,707.72,347.98,4399.82,236.54,1348.42,151.56,39.24,53.5,21.24,22.42,57.8,21.7,352618.58,Insulation Boards,UrbanEco Materials,2025-08-29
RW-10418,Hernandez-Jones,Ludhiana,Textile Dye Waste,Textile,1391.77,Organic Contaminants,4.92,374.36,216.37,1188.81,144.98,2837.62,9.37,57.85,22.41,88.38,71.6,90.85,40.77,16867.64,Recycled Fiber Sheets,GreenBuild Industries,2025-06-30
RW-10419,"Graham, Noble and Cooper",Jaipur,Fabric Scraps,Organic,830.08,Sulfide,6.62,165.38,31.01,2220.74,76.25,2291.53,118.49,6.84,24.9,38.64,27.06,63.34,23.03,132151.24,Recycled Fiber Sheets,CircularTex Pvt Ltd,2026-04-06
RW-10420,"Gordon, Diaz and Martinez",Mumbai,Industrial Wastewater,Chemical,1396.27,High TDS,8.94,636.67,176.46,1200.28,34.41,968.77,13.71,34.02,36.45,48.44,43.93,87.24,29.0,160506.6,Industrial Pigments,EcoPack Solutions,2024-09-21
RW-10421,"Nelson, Barrett and White",Kanpur,Chemical Effluent,Polymer,4336.78,Chromium,6.16,492.03,12.53,1337.58,6.53,1326.23,173.63,9.25,29.56,58.25,46.31,56.58,40.23,450306.79,Eco Bricks,EcoPack Solutions,2024-09-21
RW-10422,"Burns, Nolan and Price",Ahmedabad,Dye Residue,Mixed,3072.44,Microplastics,7.11,277.75,184.52,3755.41,251.51,1693.82,52.4,23.34,35.56,52.8,55.62,26.31,28.53,182400.24,Eco Packaging,GreenBuild Industries,2026-02-09
RW-10423,"Moore, Greene and Reyes",Coimbatore,Mixed Textile Waste,Polymer,1982.41,Heavy Metals,8.97,285.9,36.66,2232.78,19.85,3247.44,118.47,59.08,49.77,90.3,66.49,82.17,32.04,418365.52,Insulation Boards,GreenBuild Industries,2025-11-30
RW-10424,Simpson-Hodge,Ludhiana,Sludge,Polymer,1556.33,Sulfide,6.85,214.99,326.0,4130.49,243.45,2334.0,161.76,59.16,23.99,97.8,78.09,37.24,22.14,192669.35,Eco Bricks,SustainFab Industries,2025-02-16
RW-10425,Warren and Sons,Kanpur,Industrial Wastewater,Textile,4958.46,Oil Residue,7.53,172.2,118.87,3576.47,121.42,2015.88,155.92,38.42,27.35,62.5,49.18,33.99,52.76,242043.47,Eco Bricks,SustainFab Industries,2024-08-25
RW-10426,"Willis, Mcdaniel and Carrillo",Ludhiana,Sludge,Polymer,1906.16,Heavy Metals,8.98,408.89,101.92,3495.72,70.62,3789.55,143.7,24.09,34.85,50.78,40.63,25.66,53.17,379539.83,Insulation Boards,CircularTex Pvt Ltd,2026-01-01
RW-10427,Castro and Sons,Coimbatore,Cotton Wastewater,Mixed,1931.04,Heavy Metals,8.89,577.36,115.17,3867.21,203.64,392.96,146.98,21.12,48.27,52.59,56.38,68.24,47.38,93247.83,Industrial Pigments,UrbanEco Materials,2025-08-05
RW-10428,"Smith, Mitchell and Stephenson",Ludhiana,Dye Residue,Mixed,4841.87,Organic Contaminants,7.25,364.9,335.27,3449.54,171.59,3242.62,168.19,51.95,50.71,39.25,37.24,44.98,53.54,132229.3,Insulation Boards,UrbanEco Materials,2025-08-18
RW-10429,Roth-Martinez,Coimbatore,Synthetic Fiber Residue,Textile,4269.34,Chromium,5.71,898.78,292.76,4427.13,209.24,1324.55,128.29,8.05,47.09,77.87,68.42,66.7,30.52,93108.69,Recycled Fiber Sheets,GreenBuild Industries,2025-01-06
RW-10430,Friedman-Hancock,Ludhiana,Textile Dye Waste,Textile,2800.77,Heavy Metals,5.74,867.62,312.55,2618.21,201.6,126.62,48.82,18.55,34.66,58.84,59.65,48.64,46.62,71442.8,Recycled Fiber Sheets,EcoPack Solutions,2025-01-01
RW-10431,Lopez Inc,Jaipur,Textile Dye Waste,Textile,1248.22,Lead,7.71,776.61,394.67,473.09,194.8,3191.5,190.73,42.16,27.3,88.16,69.33,41.03,39.67,95031.18,Eco Bricks,CircularTex Pvt Ltd,2024-07-11
RW-10432,"Green, Williams and Pineda",Kanpur,Fabric Scraps,Chemical,415.73,Sulfide,7.78,352.09,165.73,1369.66,75.33,720.87,22.8,23.0,32.17,54.96,50.31,50.47,39.56,416714.25,Industrial Pigments,UrbanEco Materials,2025-04-11
RW-10433,"Moore, Reilly and Jones",Coimbatore,Dye Residue,Polymer,2040.59,High TDS,7.01,843.37,127.32,383.68,228.95,3328.56,101.12,45.38,54.12,42.26,43.32,60.73,49.96,43043.37,Recycled Fiber Sheets,UrbanEco Materials,2025-01-13
RW-10434,Navarro-Flynn,Tiruppur,Textile Dye Waste,Textile,1727.63,Microplastics,7.45,55.33,274.8,4726.35,237.04,1326.64,92.39,51.71,41.6,88.75,65.24,84.04,26.45,239469.38,Eco Bricks,CircularTex Pvt Ltd,2024-09-24
RW-10435,Henson Inc,Kanpur,Dye Residue,Mixed,3757.93,Oil Residue,5.85,407.56,227.0,3231.36,135.3,2626.19,148.96,44.82,54.2,59.37,63.63,67.52,53.67,479711.62,Insulation Boards,SustainFab Industries,2025-12-18
RW-10436,"Cooper, Cooke and Daniels",Ahmedabad,Mixed Textile Waste,Chemical,1049.02,Heavy Metals,5.04,808.92,244.3,1938.6,176.3,3633.49,16.68,19.26,44.55,90.3,97.29,30.61,13.93,154236.93,Recycled Fiber Sheets,SustainFab Industries,2026-04-17
RW-10437,"Huber, Williams and Smith",Ahmedabad,Fabric Scraps,Mixed,1177.36,Oil Residue,5.79,687.38,65.63,4334.65,89.62,570.4,154.29,27.76,24.95,90.44,95.43,29.54,45.36,430583.27,Acoustic Panels,CircularTex Pvt Ltd,2024-12-24
RW-10438,Allen Inc,Ludhiana,Mixed Textile Waste,Polymer,4600.14,Color Pigments,8.51,182.78,50.73,4938.6,239.92,2236.02,158.22,4.06,32.46,22.82,18.91,82.69,28.94,190247.52,Acoustic Panels,CircularTex Pvt Ltd,2026-01-23
RW-10439,Cole-Powell,Jaipur,Textile Dye Waste,Mixed,2884.66,Chromium,8.86,590.62,373.59,1086.4,123.92,2843.11,138.92,15.81,54.07,82.59,82.65,66.57,6.07,247571.11,Industrial Pigments,CircularTex Pvt Ltd,2025-12-28
RW-10440,Roberson-Young,Surat,Industrial Wastewater,Mixed,2228.41,Lead,4.96,826.04,209.53,3633.49,283.83,1113.26,113.05,36.28,51.71,68.58,67.55,57.49,32.66,495596.27,Acoustic Panels,CircularTex Pvt Ltd,2024-09-03
RW-10441,"Thomas, Gordon and Fisher",Coimbatore,Chemical Effluent,Polymer,640.11,High TDS,7.31,644.55,272.02,3658.08,216.9,182.28,56.09,24.86,23.36,33.61,35.42,65.99,17.4,28189.84,Acoustic Panels,GreenBuild Industries,2025-03-05
RW-10442,"Dominguez, Meadows and Bell",Mumbai,Fabric Scraps,Textile,3736.65,Heavy Metals,6.95,768.02,107.52,2136.99,98.8,3532.35,19.65,29.97,21.13,24.64,21.54,50.28,28.19,30643.58,Eco Bricks,SustainFab Industries,2025-07-18
RW-10443,"Roberts, Green and Escobar",Ludhiana,Polyester Fiber Scrap,Organic,2959.56,Heavy Metals,4.54,190.44,21.56,823.91,260.19,1364.51,92.12,8.11,27.44,94.7,98.27,20.01,8.11,135488.98,Industrial Pigments,UrbanEco Materials,2024-08-07
RW-10444,Wall PLC,Jaipur,Cotton Wastewater,Mixed,1239.26,Color Pigments,6.76,270.22,142.93,3387.48,72.11,2095.72,46.81,33.83,53.19,65.95,63.56,88.56,30.97,120512.43,Eco Packaging,GreenBuild Industries,2024-09-16
RW-10445,Arnold Inc,Ludhiana,Cotton Wastewater,Chemical,4037.81,Color Pigments,4.67,171.39,323.41,1955.07,52.27,1164.0,67.71,35.96,44.77,92.06,89.51,78.91,13.11,287649.59,Recycled Fiber Sheets,EcoPack Solutions,2024-06-24
RW-10446,Hernandez Inc,Tiruppur,Industrial Wastewater,Organic,2996.12,Microplastics,7.73,417.31,281.73,2465.91,10.96,2563.77,122.12,59.38,30.89,86.01,63.15,57.02,32.72,102654.57,Acoustic Panels,UrbanEco Materials,2024-07-20
RW-10447,"Walls, Harris and Snyder",Kanpur,Textile Dye Waste,Chemical,4756.62,Oil Residue,8.81,221.05,244.96,4682.2,255.42,3146.45,146.13,27.22,48.46,88.21,83.95,42.93,59.66,358061.99,Insulation Boards,CircularTex Pvt Ltd,2024-07-01
RW-10448,"Collins, Tucker and Barr",Surat,Textile Dye Waste,Mixed,1608.15,Microplastics,5.17,524.77,24.48,3750.76,12.42,3788.27,104.0,48.25,27.06,27.46,28.71,78.81,21.26,246611.48,Recycled Fiber Sheets,UrbanEco Materials,2025-02-21
RW-10449,Johnson PLC,Jaipur,Industrial Wastewater,Organic,2803.63,Microplastics,7.96,616.33,148.51,2823.69,75.35,2743.79,68.36,31.27,20.82,55.92,53.92,27.51,7.46,469508.07,Recycled Fiber Sheets,RenewLoop Manufacturing,2025-05-11
RW-10450,Freeman-Snyder,Tiruppur,Polyester Fiber Scrap,Textile,3650.09,Low Contamination,6.93,682.01,136.58,246.29,266.2,2043.07,94.26,48.42,51.99,97.9,87.22,42.11,21.82,431459.75,Recycled Fiber Sheets,SustainFab Industries,2025-10-21
RW-10451,Russell-Ellison,Kanpur,Industrial Wastewater,Chemical,294.62,Color Pigments,5.9,566.65,104.76,1007.71,196.03,2894.36,114.21,38.52,36.18,66.1,50.92,42.25,20.45,382563.37,Acoustic Panels,RenewLoop Manufacturing,2025-09-14
RW-10452,Church-Ray,Ahmedabad,Textile Dye Waste,Chemical,4399.56,Color Pigments,4.56,693.12,266.32,3513.23,69.75,2549.83,124.95,4.46,44.03,30.81,21.62,51.53,43.04,220056.1,Recycled Fiber Sheets,RenewLoop Manufacturing,2024-11-13
RW-10453,Young Group,Jaipur,Mixed Textile Waste,Organic,1197.08,Lead,5.18,315.26,118.13,1014.56,273.55,3118.09,13.37,31.66,45.11,72.76,61.34,85.42,27.6,494732.35,Industrial Pigments,CircularTex Pvt Ltd,2026-04-09
RW-10454,Murphy and Sons,Tiruppur,Dye Residue,Textile,1807.39,Lead,6.62,352.12,13.48,555.83,172.57,2582.75,160.5,24.87,32.08,66.09,60.4,87.21,19.03,98542.46,Insulation Boards,EcoPack Solutions,2025-10-23
RW-10455,Taylor-Baker,Mumbai,Polyester Fiber Scrap,Polymer,2602.35,Sulfide,5.23,123.84,158.65,1612.92,123.61,3460.67,153.52,21.36,54.89,41.12,35.02,36.95,9.5,108254.34,Recycled Fiber Sheets,RenewLoop Manufacturing,2025-08-03
RW-10456,Russell Group,Ahmedabad,Synthetic Fiber Residue,Organic,1906.13,Sulfide,8.83,307.27,242.39,313.89,250.45,2226.84,197.78,45.3,43.94,84.43,62.92,74.45,5.14,337196.2,Industrial Pigments,SustainFab Industries,2025-11-16
RW-10457,"Patterson, Price and Parker",Kanpur,Synthetic Fiber Residue,Textile,4033.09,Sulfide,6.54,129.73,166.18,3668.25,11.52,577.27,55.88,42.76,29.66,28.11,26.35,51.63,23.61,473193.59,Eco Bricks,GreenBuild Industries,2025-04-02
RW-10458,Hernandez-Wheeler,Tiruppur,Mixed Textile Waste,Textile,3114.28,Microplastics,7.3,97.51,388.19,698.97,245.94,3754.46,111.68,4.13,44.54,90.86,85.65,22.43,9.78,283871.64,Insulation Boards,RenewLoop Manufacturing,2025-04-16
