batch_id,factory_name,city,state,industry_type,waste_type,material_category,quantity_kg,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,contaminants,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
SEC-056-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,5488.96,7.69,1301.84,390.83,8618.73,133.55,7143.09,203.69,32.71,55.4,Organic Contaminants,48.04,42.88,90.48,36.26,7.44,79.33,38.93,86.64,201.72,63.53,55.8,1494263.4,Thermal Insulation Boards,Very High,JSW Green Materials,Low,Low Recovery Potential,39.34,7.5,2025-02-25
SEC-057-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,11867.77,6.33,1058.81,314.68,4527.27,349.1,4445.78,224.42,11.14,55.09,Color Pigments,61.13,63.89,81.53,35.78,5.49,52.05,32.33,50.23,356.98,69.72,31.27,1377743.47,Thermal Insulation Boards,Medium,Reliance Circular Ventures,High,Highly Recoverable,50.7,16.4,2025-02-26
SEC-057-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,12275.01,7.85,799.31,477.37,8299.96,580.78,4235.62,56.55,33.36,49.93,Color Pigments,46.27,39.18,40.1,42.65,7.38,49.53,40.62,57.84,62.42,25.85,49.85,2233094.48,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,High,Highly Recoverable,37.04,14.1,2025-02-26
SEC-057-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,1997.02,5.7,395.75,300.44,2587.81,122.59,6636.16,474.27,41.72,47.38,Heavy Metals,78.86,70.3,33.59,32.31,3.19,92.16,58.59,30.98,114.57,75.94,64.65,3213809.74,Compressed Construction Blocks,Emerging,Reliance Circular Ventures,Medium,Needs Advanced Treatment,77.32,10.1,2025-02-26
SEC-058-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,7575.38,6.2,1052.12,688.12,8737.66,560.84,3830.27,86.88,64.28,55.77,Organic Contaminants,73.94,64.37,91.68,20.4,3.56,93.94,43.28,71.02,162.67,49.58,13.39,3913462.3,Thermal Insulation Boards,High,UltraTech EcoBuild,Low,Low Recovery Potential,88.88,7.5,2025-02-27
SEC-058-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,14029.78,7.64,300.36,612.08,958.01,494.39,2042.96,241.71,3.6,56.47,Heavy Metals,57.78,60.78,88.31,30.98,2.83,68.31,75.48,48.04,86.79,44.39,15.19,2867091.89,Eco Packaging Sheets,Medium,GreenBuild Gujarat,High,Needs Advanced Treatment,50.5,8.9,2025-02-27
SEC-058-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,6902.15,6.09,1279.77,348.34,1057.69,549.13,5177.79,488.03,68.58,55.16,Color Pigments,81.13,87.8,72.75,20.98,3.66,59.81,68.81,50.57,188.58,79.13,24.7,4024086.93,Eco Packaging Sheets,Very High,Reliance Circular Ventures,Low,Needs Advanced Treatment,90.99,5.4,2025-02-27
SEC-058-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,13947.14,8.05,1192.56,630.25,8858.95,270.15,2590.66,316.72,68.2,33.3,Color Pigments,47.25,41.01,64.59,45.61,5.56,78.36,10.54,57.32,342.2,87.0,36.55,1816192.84,Thermal Insulation Boards,High,UltraTech EcoBuild,Medium,Highly Recoverable,96.82,25.6,2025-02-27
SEC-058-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,10941.0,7.33,474.26,561.59,4077.39,192.18,689.51,491.17,44.65,34.87,Chromium,91.87,98.35,79.65,32.51,3.61,81.92,51.55,50.12,127.52,16.66,38.74,3020052.64,Industrial Pigments,Medium,EcoPack India,High,Highly Recoverable,97.44,17.1,2025-02-27
SEC-059-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,13589.12,6.81,481.66,184.84,3560.77,336.12,8027.98,32.78,52.8,57.52,Color Pigments,61.22,67.93,38.37,32.19,7.14,66.19,31.35,71.66,202.72,70.75,63.49,394251.38,Compressed Construction Blocks,Medium,EcoPack India,Medium,Needs Advanced Treatment,35.52,18.5,2025-02-28
SEC-059-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,2268.44,6.7,1263.01,407.33,4375.24,201.79,3468.31,280.59,59.83,51.19,Heavy Metals,92.72,103.18,27.38,10.61,6.08,55.82,11.18,70.3,312.88,64.22,12.51,2027650.5,Acoustic Insulation Panels,Very High,UltraTech EcoBuild,Medium,Low Recovery Potential,66.26,29.2,2025-02-28
SEC-059-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,12418.59,6.67,443.99,251.26,863.8,282.32,3546.19,51.73,12.19,34.4,Heavy Metals,81.36,75.12,48.26,13.7,3.9,49.9,14.01,62.0,266.14,74.21,36.2,329991.34,Eco Packaging Sheets,Medium,JSW Green Materials,High,Highly Recoverable,59.7,23.3,2025-02-28
SEC-059-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,14273.9,5.92,429.97,456.04,1328.78,329.4,5405.79,311.76,37.41,57.15,Low Contamination,57.16,49.18,70.78,34.92,9.66,97.42,21.99,66.09,35.43,25.72,6.99,122535.41,Industrial Pigments,Very High,GreenBuild Gujarat,High,Moderately Recoverable,81.95,23.2,2025-02-28
SEC-060-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,1639.17,8.1,754.92,394.63,4574.69,375.97,1258.46,586.92,23.43,51.26,Low Contamination,55.8,57.64,87.09,47.59,9.31,64.74,39.6,93.73,209.44,67.46,12.86,1809774.99,Eco Packaging Sheets,High,Reliance Circular Ventures,Medium,Low Recovery Potential,84.03,6.6,2025-03-01
SEC-060-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,3270.98,5.78,373.04,620.56,3319.54,244.46,5016.18,570.53,29.38,42.22,Oil Residue,61.6,52.73,50.68,62.91,5.31,76.81,41.51,59.15,349.48,93.55,50.0,3277526.56,Thermal Insulation Boards,Medium,JSW Green Materials,Medium,Highly Recoverable,56.57,22.8,2025-03-01
SEC-061-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,10663.51,6.13,261.66,387.88,4152.96,138.66,4367.86,506.62,51.42,54.92,Low Contamination,58.36,53.6,63.89,22.73,9.29,85.48,78.52,81.38,299.83,33.55,10.49,3226998.5,Eco Bricks,Medium,JSW Green Materials,Medium,Moderately Recoverable,76.48,15.1,2025-03-02
SEC-061-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Polymer,14902.18,7.64,253.82,654.58,4686.29,545.82,2281.67,372.64,62.93,39.13,Organic Contaminants,81.72,66.34,44.08,57.3,1.16,59.23,66.55,87.63,360.33,84.4,55.56,1639620.49,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,Medium,Highly Recoverable,45.66,17.2,2025-03-02
SEC-061-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Textile,9213.75,8.01,306.38,262.02,5187.29,534.72,7745.39,232.06,36.59,43.7,Low Contamination,42.17,38.41,75.27,26.78,9.23,77.21,60.36,54.42,212.82,93.64,33.81,3453697.69,Compressed Construction Blocks,High,UltraTech EcoBuild,Medium,Moderately Recoverable,41.74,13.0,2025-03-02
SEC-061-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,11383.91,7.32,1234.19,37.62,7948.39,20.22,5834.34,46.73,56.21,44.72,Oil Residue,95.55,96.63,30.48,42.88,8.42,82.88,57.48,32.2,381.74,27.13,63.78,3979534.61,Acoustic Insulation Panels,Medium,JSW Green Materials,Low,Moderately Recoverable,93.12,7.9,2025-03-02
SEC-061-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Mixed,13949.86,8.58,915.12,154.51,5972.36,389.75,7171.52,197.63,21.55,37.77,Chromium,46.54,50.84,68.88,56.28,8.53,48.6,22.74,86.84,227.6,81.94,49.47,2064679.31,Acoustic Insulation Panels,Medium,GreenBuild Gujarat,Medium,Low Recovery Potential,64.01,7.1,2025-03-02
SEC-062-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,11429.24,6.05,366.39,153.22,5805.67,190.25,2372.45,430.28,58.02,36.71,Oil Residue,65.62,72.14,30.35,42.64,9.75,94.34,23.52,51.7,5.62,34.54,30.71,4010626.47,Industrial Pigments,Medium,Reliance Circular Ventures,Low,Highly Recoverable,80.73,11.5,2025-03-03
SEC-062-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,14353.58,5.21,349.92,224.06,4038.28,197.32,4595.32,281.21,63.28,43.53,Oil Residue,97.51,102.66,68.8,19.52,2.93,93.0,41.13,49.57,326.89,65.97,19.06,447595.12,Acoustic Insulation Panels,High,EcoPack India,High,Moderately Recoverable,62.4,11.5,2025-03-03
SEC-062-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,8431.22,7.63,301.01,428.47,6879.19,415.84,1720.55,289.45,23.23,46.5,Chromium,56.11,61.92,31.63,10.5,6.78,74.85,17.07,46.96,125.54,16.98,19.52,3645090.05,Compressed Construction Blocks,Very High,UltraTech EcoBuild,High,Highly Recoverable,85.86,13.1,2025-03-03
SEC-063-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,11587.06,8.45,506.28,72.03,2694.66,470.11,1695.75,125.85,57.62,43.72,Chromium,68.45,69.25,71.27,33.95,3.47,78.12,53.68,94.81,152.01,91.21,39.34,4478786.7,Eco Packaging Sheets,High,JSW Green Materials,Low,Moderately Recoverable,87.77,6.7,2025-03-04
SEC-063-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,10045.63,6.11,832.27,201.94,4379.45,566.27,1612.69,397.8,31.27,27.09,Chromium,85.64,91.09,80.12,34.87,4.97,92.62,14.52,79.17,64.88,37.53,39.31,2533979.13,Compressed Construction Blocks,Very High,JSW Green Materials,Medium,Moderately Recoverable,96.25,20.1,2025-03-04
SEC-063-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,12713.5,6.86,1307.4,423.65,8996.49,243.16,1123.64,262.34,22.62,40.44,Chromium,49.81,47.22,74.91,52.92,2.19,73.26,62.03,60.11,351.1,33.46,32.39,2374009.33,Thermal Insulation Boards,High,EcoPack India,Low,Needs Advanced Treatment,35.48,29.6,2025-03-04
SEC-063-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,11720.09,7.1,1301.55,417.18,5787.11,437.67,645.29,445.72,14.07,56.78,Organic Contaminants,82.73,80.44,70.88,62.92,7.59,47.56,15.77,37.23,301.73,36.27,17.45,2033805.06,Thermal Insulation Boards,High,JSW Green Materials,High,Highly Recoverable,62.46,25.9,2025-03-04
SEC-064-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Textile,13453.85,5.78,1113.41,647.08,8310.53,32.83,4711.66,165.41,2.99,46.51,Low Contamination,77.14,73.61,86.36,12.33,2.98,94.19,29.79,57.41,247.41,37.15,37.2,3025230.57,Industrial Pigments,Medium,Reliance Circular Ventures,Medium,Highly Recoverable,82.66,8.5,2025-03-05
SEC-064-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,14420.5,6.55,428.86,433.7,7367.78,222.78,5794.45,544.56,44.66,48.09,Organic Contaminants,71.85,71.15,83.23,33.92,8.13,51.57,55.12,43.53,310.82,21.79,56.2,3504418.21,Thermal Insulation Boards,Emerging,Reliance Circular Ventures,Low,Low Recovery Potential,36.96,7.7,2025-03-05
SEC-064-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,723.3,6.53,161.65,251.23,4203.75,407.96,6936.88,211.35,68.91,24.23,Low Contamination,47.92,47.87,80.97,59.44,7.12,71.09,51.09,91.75,281.41,18.57,33.2,1347196.46,Compressed Construction Blocks,Medium,JSW Green Materials,Medium,Low Recovery Potential,55.63,16.9,2025-03-05
SEC-065-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Polymer,14534.35,5.48,512.32,471.44,4204.76,386.48,8068.68,95.16,29.05,29.3,Heavy Metals,65.36,63.87,94.59,50.61,3.51,48.42,19.66,94.61,354.38,64.57,56.24,4322222.97,Eco Packaging Sheets,Medium,EcoPack India,Low,Low Recovery Potential,93.99,10.3,2025-03-06
SEC-065-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,14736.72,5.39,574.01,699.73,2710.39,268.44,7677.26,26.37,25.1,33.88,Heavy Metals,87.47,91.48,69.57,43.34,1.41,82.54,56.99,86.37,418.06,82.92,9.09,430111.92,Compressed Construction Blocks,Medium,GreenBuild Gujarat,Low,Highly Recoverable,86.73,26.6,2025-03-06
SEC-066-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,2845.0,5.87,422.96,167.76,3573.09,238.25,4206.4,50.03,54.41,32.79,Chromium,94.47,84.32,27.25,45.5,6.24,87.58,71.1,33.78,39.12,95.3,9.77,4489633.32,Industrial Pigments,Medium,JSW Green Materials,Medium,Highly Recoverable,68.32,16.0,2025-03-07
SEC-066-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,2662.37,7.87,572.31,289.48,7156.21,181.12,444.4,335.1,62.14,57.3,Heavy Metals,58.85,60.29,54.8,51.0,7.69,72.0,40.54,47.36,149.5,68.32,64.0,4262313.82,Acoustic Insulation Panels,High,EcoPack India,High,Moderately Recoverable,38.04,5.9,2025-03-07
SEC-067-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,3026.85,5.57,540.79,135.88,892.65,284.98,2215.89,517.48,26.8,40.77,Low Contamination,50.58,48.86,33.43,65.0,4.93,86.79,42.39,41.0,441.67,43.45,11.1,1477553.6,Compressed Construction Blocks,High,EcoPack India,High,Highly Recoverable,61.66,28.9,2025-03-08
SEC-067-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,11066.91,8.67,1169.96,539.71,7084.36,262.58,1614.24,514.62,23.6,54.1,Chromium,60.79,66.75,28.11,13.05,2.95,78.99,60.76,52.0,179.1,28.86,14.76,169746.36,Industrial Pigments,High,UltraTech EcoBuild,Medium,Low Recovery Potential,50.28,25.7,2025-03-08
SEC-067-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,11676.25,6.59,1321.39,491.76,4461.33,99.32,3503.57,385.06,3.15,46.21,Heavy Metals,82.41,69.49,58.61,58.7,3.41,67.97,60.47,41.12,388.63,62.27,48.76,3658770.26,Industrial Pigments,Very High,UltraTech EcoBuild,High,Needs Advanced Treatment,74.55,28.5,2025-03-08
SEC-067-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Chemical,2567.51,8.14,1295.08,606.61,3872.12,47.09,525.77,274.2,60.13,31.69,Chromium,83.99,82.86,89.97,57.05,9.19,75.21,31.22,36.02,396.64,18.17,18.22,607660.96,Industrial Pigments,Very High,EcoPack India,High,Moderately Recoverable,66.85,19.3,2025-03-08
SEC-068-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Chemical,3327.35,7.86,582.0,442.01,8947.88,317.37,8299.75,439.03,20.89,46.04,Chromium,50.65,40.62,52.88,58.62,3.19,67.12,25.47,95.21,204.25,75.69,50.31,3551692.42,Acoustic Insulation Panels,Emerging,EcoPack India,Low,Moderately Recoverable,65.18,28.2,2025-03-09
SEC-068-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,2181.5,5.65,191.61,135.59,6857.8,488.83,1438.41,127.02,27.77,39.82,Color Pigments,74.25,78.68,80.54,46.86,3.24,63.59,25.51,59.35,129.51,23.05,17.09,60740.91,Thermal Insulation Boards,Very High,JSW Green Materials,Low,Highly Recoverable,81.81,17.4,2025-03-09
SEC-068-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,8700.13,6.73,926.22,509.09,1252.84,296.66,393.0,548.62,5.7,29.78,Oil Residue,86.67,91.4,61.43,59.65,1.52,78.82,59.96,31.62,168.03,55.06,61.94,1600810.0,Eco Bricks,High,GreenBuild Gujarat,High,Moderately Recoverable,84.41,19.7,2025-03-09
SEC-068-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,9912.28,5.51,1382.42,269.15,3604.72,649.18,6369.4,35.96,18.96,47.81,Organic Contaminants,97.73,93.32,47.65,16.84,5.7,71.44,50.47,87.5,90.38,45.33,48.93,876414.85,Thermal Insulation Boards,Emerging,GreenBuild Gujarat,High,Low Recovery Potential,42.41,21.4,2025-03-09
SEC-068-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,5785.92,6.36,1071.05,148.64,1068.66,283.18,6136.28,82.82,53.2,43.47,Oil Residue,58.51,56.99,28.17,23.02,4.41,67.38,19.92,33.86,173.49,71.76,26.22,510819.23,Acoustic Insulation Panels,Medium,EcoPack India,Medium,Moderately Recoverable,69.81,13.0,2025-03-09
SEC-069-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,9090.52,6.1,1305.89,150.45,6998.22,77.97,4636.32,236.92,9.05,34.82,Color Pigments,55.58,61.44,44.27,13.8,3.58,78.74,45.03,86.77,322.26,66.01,25.69,3692095.66,Acoustic Insulation Panels,Very High,Reliance Circular Ventures,Low,Moderately Recoverable,84.28,9.0,2025-03-10
SEC-069-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,9184.91,5.9,1068.47,106.31,3323.88,38.47,3323.15,526.06,36.79,29.85,Chromium,48.54,51.89,32.84,32.25,9.57,92.22,15.44,92.25,113.45,22.12,59.53,3130459.17,Industrial Pigments,Emerging,EcoPack India,High,Moderately Recoverable,59.58,13.6,2025-03-10
SEC-070-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Chemical,5525.19,5.46,214.81,51.02,5391.48,367.59,4199.6,362.0,20.27,31.11,Oil Residue,89.64,79.66,76.69,55.47,6.38,77.2,31.49,62.01,215.59,34.77,56.78,1740378.43,Compressed Construction Blocks,High,JSW Green Materials,Medium,Moderately Recoverable,83.66,30.0,2025-03-11
SEC-070-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,1284.7,8.42,428.51,519.65,6098.6,456.3,627.58,510.32,63.31,28.4,Heavy Metals,46.45,37.39,81.11,30.96,3.53,91.69,52.55,64.25,131.86,36.3,15.76,1885608.02,Eco Packaging Sheets,Emerging,JSW Green Materials,Low,Moderately Recoverable,46.49,4.4,2025-03-11
SEC-070-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Mixed,8050.62,8.44,745.89,695.44,5388.7,211.14,5649.68,196.12,27.64,46.17,Low Contamination,59.55,59.82,59.85,61.07,9.98,48.18,37.34,80.52,412.39,70.89,16.86,3472299.82,Compressed Construction Blocks,Emerging,EcoPack India,Low,Highly Recoverable,75.58,16.6,2025-03-11
SEC-071-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Polymer,1003.44,7.34,507.04,579.44,2925.39,122.54,5669.47,344.34,67.02,42.03,Color Pigments,79.82,87.6,85.05,20.21,1.46,95.64,38.67,67.97,154.1,25.34,11.99,1178413.33,Eco Packaging Sheets,Medium,Reliance Circular Ventures,Low,Needs Advanced Treatment,61.6,13.4,2025-03-12
SEC-071-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,10457.44,5.3,1133.97,520.92,6344.38,444.02,8062.99,403.21,44.33,35.76,Oil Residue,93.88,78.18,53.96,41.98,2.15,77.31,62.51,38.7,216.81,68.32,27.04,3174626.11,Industrial Pigments,Medium,EcoPack India,High,Moderately Recoverable,50.3,7.3,2025-03-12
SEC-072-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Polymer,10465.88,5.27,1082.45,543.78,4633.27,241.05,1484.99,333.2,22.76,33.01,Low Contamination,80.97,83.63,71.38,13.84,1.91,45.74,40.67,87.06,329.04,54.9,16.29,2867657.17,Eco Packaging Sheets,Medium,Reliance Circular Ventures,Low,Needs Advanced Treatment,50.0,25.8,2025-03-13
SEC-072-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,1822.28,7.0,602.54,570.79,699.51,611.01,5002.89,170.53,5.33,51.14,Organic Contaminants,58.54,64.52,68.81,40.48,6.25,84.37,50.2,71.12,82.28,22.91,63.44,465231.65,Acoustic Insulation Panels,Very High,JSW Green Materials,High,Moderately Recoverable,60.42,30.0,2025-03-13
SEC-072-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,14105.21,5.42,365.08,678.03,7714.41,525.74,5966.38,345.38,23.78,55.38,Chromium,94.89,102.87,74.73,10.36,7.81,84.6,47.43,80.87,152.15,57.67,58.59,3554711.67,Thermal Insulation Boards,High,GreenBuild Gujarat,High,Moderately Recoverable,67.98,24.0,2025-03-13
SEC-072-4,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,8398.82,5.46,1358.45,54.58,4385.75,177.54,1615.38,306.28,38.42,29.66,Organic Contaminants,56.28,55.16,42.21,44.65,3.73,97.28,54.25,74.78,182.29,58.87,23.89,1963890.95,Industrial Pigments,Medium,UltraTech EcoBuild,High,Highly Recoverable,88.04,12.5,2025-03-13
SEC-072-5,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,10170.18,7.75,979.85,580.07,2569.18,168.16,701.88,219.72,34.26,27.1,Color Pigments,78.23,64.95,57.17,11.45,2.81,83.83,25.32,84.44,417.68,66.76,17.5,3354816.29,Industrial Pigments,Emerging,Reliance Circular Ventures,High,Needs Advanced Treatment,92.99,4.1,2025-03-13
SEC-073-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Fabric Fiber Residue,Chemical,768.22,5.95,1149.16,178.88,5691.2,321.29,2123.21,352.96,59.38,48.82,Organic Contaminants,67.38,58.61,54.79,12.79,1.32,81.55,56.4,66.49,177.6,73.34,23.53,3261282.38,Industrial Pigments,High,JSW Green Materials,High,Low Recovery Potential,36.99,24.8,2025-03-14
SEC-073-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Mixed,13387.11,8.21,741.36,423.0,8820.99,184.09,7780.73,251.31,60.33,33.81,Oil Residue,66.76,73.61,77.13,44.54,1.12,93.43,59.26,98.58,369.79,70.92,37.75,1502125.13,Eco Bricks,Very High,EcoPack India,Low,Low Recovery Potential,92.23,18.9,2025-03-14
SEC-073-3,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Textile Dye Waste,Chemical,10235.92,7.92,1237.43,414.76,7565.62,396.51,4218.32,134.79,32.03,43.63,Low Contamination,92.9,96.45,38.55,57.06,3.66,80.67,49.85,71.41,209.85,24.34,35.16,983063.72,Acoustic Insulation Panels,Medium,UltraTech EcoBuild,High,Low Recovery Potential,46.91,29.0,2025-03-14
SEC-074-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Chemical Effluent,Mixed,13233.73,6.06,1398.31,288.33,6742.42,386.7,6927.48,351.57,64.98,38.03,Color Pigments,66.03,61.04,48.49,38.2,7.96,91.74,36.97,60.33,197.04,72.52,9.63,4045942.2,Eco Packaging Sheets,Medium,UltraTech EcoBuild,Medium,Moderately Recoverable,72.99,22.0,2025-03-15
SEC-074-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Mixed,12349.2,7.48,875.7,360.66,4914.55,459.07,5970.93,88.05,2.73,41.42,Heavy Metals,48.23,47.35,88.45,23.51,2.44,83.32,60.8,98.33,70.45,67.51,59.24,4140645.88,Eco Packaging Sheets,Medium,EcoPack India,High,Needs Advanced Treatment,75.34,17.6,2025-03-15
SEC-075-1,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Printing Dye Sludge,Textile,7750.45,6.16,165.11,67.1,6842.1,419.16,2011.4,126.66,34.89,51.56,Chromium,92.93,79.32,87.56,10.25,3.64,92.35,68.73,70.35,215.39,67.49,57.06,1763108.19,Eco Packaging Sheets,Very High,JSW Green Materials,Medium,Moderately Recoverable,67.69,10.7,2025-03-16
SEC-075-2,Surat EcoTex Dyeing Pvt Ltd,Surat,Gujarat,Textile Dyeing & Processing,Sludge,Textile,10254.83,5.94,522.9,477.11,4854.21,635.25,2101.23,382.86,60.02,39.23,Color Pigments,84.93,78.17,91.81,35.03,5.39,77.79,11.41,53.87,231.82,89.16,14.78,2818114.15,Acoustic Insulation Panels,Emerging,Reliance Circular Ventures,High,Moderately Recoverable,58.81,13.6,2025-03-16
