batch_id,factory_name,country,city,industry_type,waste_type,quantity_kg,material_category,contaminants,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,turbidity_NTU,conductivity_uS_cm,dye_concentration_ppm,sludge_percentage,temperature_C,recyclability_score,recovery_feasibility_score,profitability_score,predicted_roi_percent,workforce_requirement_score,machinery_compatibility_score,logistics_complexity_score,circularity_score,carbon_reduction_tons,water_recovery_percent,energy_savings_percent,estimated_market_value_inr,recommended_product,predicted_market_demand,recommended_buyer,treatment_dependency,ai_segmentation_category,esg_impact_score,estimated_payback_months,upload_date
RWX-101113,"Barrett, Williams and Reynolds",South Korea,Bangkok,Construction Materials,Sludge,20083.82,Chemical,Low Contamination,4.82,72.61,365.41,5085.51,347.78,961.91,125.05,4.0,55.52,32.3,34.85,53.91,75.81,1.99,60.74,57.91,57.34,202.87,50.6,34.89,2913965.93,Circular Fashion Fibers,Very High,JSW Green Materials,Low,Moderately Recoverable,73.51,25.7,2023-07-30
RWX-101114,"Rajagopal, Gara and Bansal",India,Kanpur,Leather Processing,Fabric Scraps,1799.56,Polymer,Heavy Metals,8.6,276.88,898.54,11234.41,58.93,3168.47,268.29,30.23,51.29,37.15,26.07,25.38,73.79,7.07,73.27,88.19,71.9,107.96,22.98,17.68,5283079.52,Industrial Pigments,Medium,JSW Green Materials,Medium,Moderately Recoverable,45.83,15.1,2023-01-19
RWX-101115,"Lopez, Ward and Jones",Thailand,New York,Chemical Processing,Synthetic Residue,18005.91,Chemical,Chromium,4.24,283.73,292.43,9171.91,186.97,7175.0,340.76,56.48,31.3,28.97,26.11,41.09,66.21,3.46,68.76,79.63,42.38,215.94,53.08,56.69,785278.45,Industrial Pigments,Emerging,Tata Sustainable Materials,High,Needs Advanced Treatment,72.33,43.1,2023-11-17
RWX-101116,Chaudhuri PLC,India,Jaipur,Garment Processing,Polyester Fiber Waste,9011.27,Mixed,Color Pigments,5.08,1546.69,334.36,10724.84,333.74,3240.19,677.02,74.53,54.24,75.78,72.1,29.71,47.53,4.83,80.24,52.52,65.8,299.42,88.89,50.99,7838724.88,Acoustic Panels,Very High,JSW Green Materials,High,Moderately Recoverable,51.59,12.5,2025-09-10
RWX-101117,Jani-Sandhu,India,Ludhiana,Metal Processing,Textile Dye Waste,1958.04,Textile,Heavy Metals,4.25,199.82,534.45,4469.59,609.27,2108.85,617.35,24.3,25.7,81.51,73.32,74.25,37.7,6.51,39.15,60.94,86.0,708.05,10.25,68.87,7087436.37,Industrial Pigments,Emerging,Mahindra Sustainable Solutions,Low,Needs Advanced Treatment,63.01,4.1,2023-01-08
RWX-101118,"Douglas, Short and Conley",South Korea,Dubai,Textile Manufacturing,Textile Dye Waste,9767.5,Chemical,Microplastics,7.06,764.37,421.27,9735.35,121.13,1801.93,421.89,47.84,26.99,80.55,82.01,28.45,5.91,7.02,90.54,25.13,71.04,897.98,56.43,20.4,2135177.19,Eco Bricks,Very High,UltraTech EcoBuild,High,Moderately Recoverable,44.55,16.9,2022-09-03
RWX-101119,Loyal Group,India,Coimbatore,Chemical Processing,Polyester Fiber Waste,5899.04,Metal,High TDS,9.5,417.21,536.21,6040.91,859.06,7372.85,623.98,10.21,27.17,27.77,30.03,87.16,18.91,8.52,53.76,29.96,33.96,593.41,39.07,53.24,3370471.52,Thermal Insulation Boards,Very High,RenewLoop Manufacturing,Medium,Low Recovery Potential,72.26,40.4,2023-12-18
RWX-101120,Garg-Savant,India,Bengaluru,Synthetic Fiber Plant,Synthetic Residue,14116.92,Metal,Heavy Metals,5.09,650.3,116.64,11252.66,680.95,1789.23,480.76,12.22,53.86,49.04,46.46,69.81,22.06,8.04,86.0,44.8,45.71,392.92,76.39,37.13,3621808.66,Eco Bricks,Medium,CircularTex Global,Medium,Moderately Recoverable,56.87,19.4,2023-09-04
RWX-101121,Hora-Thaman,India,Noida,Construction Materials,Polyester Fiber Waste,3957.54,Polymer,Lead,7.57,849.21,712.44,2503.8,587.43,9977.21,249.97,7.49,23.45,33.51,26.99,50.35,77.18,3.21,74.47,31.47,59.1,346.47,67.34,13.46,1279081.29,Industrial Pigments,Medium,Mahindra Sustainable Solutions,Low,Needs Advanced Treatment,89.1,4.4,2023-02-12
RWX-101122,"Krishnamurthy, Swamy and Ganesan",India,Panipat,Paper Manufacturing,Printing Dye Sludge,11312.95,Chemical,Organic Contaminants,8.74,241.88,429.08,11265.41,510.28,8472.21,241.91,17.85,64.44,39.37,41.18,42.33,66.7,7.07,57.16,53.11,65.45,610.53,14.79,53.0,1230797.6,Industrial Pigments,Emerging,Mahindra Sustainable Solutions,Low,Highly Recoverable,49.69,27.8,2025-02-26
RWX-101123,Sem-Seth,India,Noida,Chemical Processing,Synthetic Residue,7251.72,Metal,Lead,7.64,189.55,301.98,1231.09,619.91,8976.19,382.2,63.9,58.57,31.67,22.49,58.18,21.39,9.96,60.29,14.76,74.11,350.97,72.43,10.53,7429470.62,Thermal Insulation Boards,Medium,RenewLoop Manufacturing,Low,Needs Advanced Treatment,33.06,28.0,2025-09-11
RWX-101124,Khare Inc,India,Tiruppur,Paper Manufacturing,Industrial Wastewater,2217.12,Polymer,Organic Contaminants,5.89,1505.11,624.74,10136.07,485.52,7986.14,680.55,69.81,45.73,80.74,72.03,78.81,50.5,5.73,76.35,31.74,67.83,323.09,59.87,49.26,4484578.81,Acoustic Panels,High,RenewLoop Manufacturing,High,Needs Advanced Treatment,97.44,38.1,2024-01-29
RWX-101125,"Khurana, Samra and Dass",India,Ludhiana,Paper Manufacturing,Chemical Effluent,20355.09,Organic,Oil Residue,8.26,414.46,89.23,2124.03,18.16,2299.52,421.06,69.01,64.27,98.85,91.16,63.76,76.49,6.25,67.08,63.33,50.46,18.47,17.06,51.61,2648948.06,Acoustic Panels,High,JSW Green Materials,Low,Low Recovery Potential,93.41,20.2,2024-05-30
RWX-101126,"Li, Levine and Watkins",Japan,Manchester,Construction Materials,Sludge,7297.69,Chemical,Color Pigments,9.79,1095.84,765.51,11680.15,540.95,9785.68,166.7,32.22,30.51,76.04,67.58,59.94,17.35,6.0,42.26,19.68,26.2,810.29,67.6,68.03,9217798.02,Recycled Plastic Lumber,Medium,UltraTech EcoBuild,Medium,Moderately Recoverable,59.03,33.1,2023-04-25
RWX-101127,Lad-Chhabra,India,Pune,Construction Materials,Polyester Fiber Waste,16157.78,Organic,High TDS,8.19,222.36,134.32,1658.19,163.85,6537.89,490.32,69.57,33.07,51.88,44.54,37.15,61.47,2.37,88.74,93.8,78.85,538.12,93.75,45.23,2879218.83,Sustainable Ceiling Tiles,High,Asian Paints Eco Division,Low,Low Recovery Potential,73.17,4.7,2023-06-25
RWX-101128,Mclaughlin-Hammond,Thailand,Ho Chi Minh City,Construction Materials,Textile Dye Waste,923.44,Textile,Heavy Metals,6.63,1019.32,514.58,4311.75,350.54,3664.52,276.83,70.41,28.29,60.44,58.36,92.25,48.58,9.5,44.2,76.65,91.15,705.98,79.69,54.83,5619608.61,Industrial Absorbent Pads,Medium,CircularTex Global,Medium,Low Recovery Potential,80.8,47.5,2025-07-24
RWX-101129,Barad Ltd,India,Pune,Metal Processing,Industrial Wastewater,22847.18,Organic,Chromium,9.27,1350.33,702.21,3628.17,691.43,323.13,458.58,47.91,56.1,97.75,93.79,19.43,45.15,6.16,79.02,86.91,39.29,23.79,26.17,44.32,4008228.63,Circular Fashion Fibers,Emerging,GreenBuild International,Low,Highly Recoverable,63.31,7.1,2024-03-21
RWX-101130,Tank LLC,India,Noida,Metal Processing,Polyester Fiber Waste,21732.9,Mixed,High TDS,6.76,76.18,566.7,1237.14,356.08,5859.18,700.82,77.44,55.95,31.35,35.65,52.24,7.08,8.07,38.09,90.8,52.41,999.25,94.72,9.65,5529843.12,Circular Fashion Fibers,High,UltraTech EcoBuild,Medium,Moderately Recoverable,66.56,16.1,2025-12-05
RWX-101131,Chander-Shroff,India,Bengaluru,Leather Processing,Chemical Effluent,15566.86,Polymer,Chromium,6.55,1638.76,142.97,4292.81,458.56,379.41,547.56,18.01,35.87,34.25,28.93,31.16,37.4,5.68,66.84,41.32,28.98,201.66,64.12,14.66,8357292.36,Sustainable Ceiling Tiles,Medium,CircularTex Global,High,Low Recovery Potential,58.08,26.2,2022-10-09
RWX-101132,Mcmahon PLC,Turkey,Seoul,Chemical Processing,Synthetic Residue,19643.89,Polymer,Sulfide,7.38,462.45,250.1,8830.1,440.87,797.35,665.31,9.01,63.08,50.05,50.29,28.44,38.37,6.37,57.3,63.46,93.45,973.38,69.7,68.41,4976780.9,Sustainable Ceiling Tiles,Medium,UltraTech EcoBuild,Medium,Moderately Recoverable,51.98,8.0,2025-04-29
RWX-101133,Watson Ltd,Bangladesh,New York,Industrial Dyeing,Textile Dye Waste,16292.53,Mixed,Low Contamination,5.42,1465.85,384.14,2834.62,743.55,9273.46,225.37,15.38,29.74,64.14,63.57,36.23,24.28,8.18,90.95,43.69,40.07,893.5,24.67,5.62,7965260.13,Industrial Absorbent Pads,Very High,GreenBuild International,High,Highly Recoverable,95.35,7.4,2025-09-30
RWX-101134,"White, Hanson and Vaughan",South Korea,Seoul,Construction Materials,Textile Dye Waste,4008.32,Polymer,Organic Contaminants,6.52,1360.69,134.62,10770.27,339.11,6851.59,572.24,22.58,32.43,52.49,50.15,62.75,72.42,3.8,88.02,64.31,72.67,220.81,92.05,5.85,6502539.05,Eco Bricks,Very High,Asian Paints Eco Division,Low,Low Recovery Potential,97.4,26.6,2025-09-06
RWX-101135,Williams LLC,South Korea,Jakarta,Paper Manufacturing,Chemical Effluent,21957.78,Mixed,Lead,7.5,1153.51,794.92,3603.34,478.13,1024.76,741.04,44.22,55.45,30.55,23.53,64.03,78.11,1.06,98.44,83.05,85.07,446.22,78.61,25.91,6326497.2,Compressed Construction Blocks,High,Mahindra Sustainable Solutions,Medium,Highly Recoverable,36.43,11.8,2025-12-31
RWX-101136,Williams-Wood,South Korea,Dhaka,Leather Processing,Chemical Effluent,20205.48,Chemical,High TDS,6.31,1395.44,574.58,10406.17,459.64,8717.09,705.22,57.77,27.2,32.1,30.76,34.68,62.02,9.38,62.67,60.37,56.15,224.34,18.16,27.24,1320755.47,Industrial Pigments,Very High,GreenBuild International,High,Needs Advanced Treatment,31.89,13.3,2024-04-22
RWX-101137,Morris-Chen,Indonesia,Manchester,Garment Processing,Fly Ash,9759.82,Chemical,Microplastics,8.49,1544.91,135.41,10622.25,125.31,3278.28,644.94,4.27,30.08,24.49,26.99,51.62,42.26,7.66,69.03,23.71,90.39,374.16,87.28,69.87,7401759.8,Recycled Plastic Lumber,Emerging,JSW Green Materials,Medium,Low Recovery Potential,76.91,44.0,2023-05-27
RWX-101138,Mccoy PLC,Germany,Jakarta,Industrial Dyeing,Sludge,13265.52,Metal,Organic Contaminants,6.54,1350.44,623.11,11224.2,528.28,3758.57,1.32,37.7,34.96,39.22,32.16,23.26,62.72,1.36,93.25,35.77,97.08,132.55,93.32,52.05,9773608.47,Composite Wall Panels,Medium,UltraTech EcoBuild,Low,Highly Recoverable,83.96,8.1,2023-12-23
RWX-101139,Pope-Bell,UK,Manchester,Paper Manufacturing,Polyester Fiber Waste,17956.41,Polymer,Low Contamination,7.98,1319.84,746.56,3351.74,207.26,8201.77,629.9,44.38,44.8,20.7,22.67,47.31,10.96,5.84,44.68,20.51,87.6,962.3,10.85,16.61,3636591.64,Sustainable Ceiling Tiles,Emerging,RenewLoop Manufacturing,Medium,Needs Advanced Treatment,66.76,8.2,2022-10-20
RWX-101140,Sabharwal-Agrawal,India,Panipat,Plastic Recycling,Fly Ash,3856.01,Mixed,Lead,7.82,920.42,327.35,4711.35,870.61,7713.48,4.6,53.4,51.09,36.11,35.79,58.56,60.25,7.44,37.67,21.14,56.76,439.6,88.24,65.08,8204376.71,Industrial Absorbent Pads,Emerging,CircularTex Global,Medium,Highly Recoverable,47.2,6.8,2025-05-03
RWX-101141,"Hegde, Zachariah and Chatterjee",India,Panipat,Construction Materials,Textile Dye Waste,11651.19,Textile,Oil Residue,5.24,1216.64,463.54,6930.46,486.48,2545.21,388.71,56.62,52.22,98.2,97.01,95.51,62.73,6.97,81.24,10.48,95.94,39.49,91.53,11.26,796917.35,Recycled Plastic Lumber,Medium,JSW Green Materials,Medium,Needs Advanced Treatment,57.25,9.7,2025-01-24
RWX-101142,Dua Group,India,Surat,Construction Materials,Chemical Effluent,24893.67,Metal,Microplastics,4.34,1220.52,656.57,7929.46,334.25,7959.91,344.45,1.74,45.65,41.51,40.35,82.69,83.82,8.83,49.74,10.56,26.18,942.12,66.74,32.36,4531221.12,Eco Concrete Additives,High,EcoPack Solutions,Low,Low Recovery Potential,81.99,15.0,2022-09-25
RWX-101143,White Group,Japan,Tokyo,Industrial Dyeing,Chemical Effluent,19459.17,Polymer,Lead,4.05,1096.92,127.56,10530.54,688.56,239.8,388.65,42.66,19.04,92.56,80.7,67.89,10.82,8.04,44.51,59.6,93.28,668.09,25.21,54.34,5446880.1,Recycled Plastic Lumber,High,CircularTex Global,Low,Moderately Recoverable,97.47,19.7,2025-06-07
RWX-101144,Majumdar LLC,India,Jaipur,Industrial Dyeing,Chemical Effluent,22798.64,Metal,High TDS,4.09,1638.23,477.72,5019.56,297.83,8279.58,437.39,55.69,35.6,46.85,48.82,81.39,74.36,2.75,35.38,45.56,89.47,392.37,63.16,34.28,8594509.49,Circular Fashion Fibers,Very High,EcoPack Solutions,High,Highly Recoverable,76.04,31.0,2023-11-15
RWX-101145,Mahal Inc,India,Kanpur,Construction Materials,Mixed Industrial Waste,23994.43,Chemical,Chromium,4.34,1741.36,192.32,6379.05,100.45,871.78,542.74,23.12,21.03,62.73,66.84,86.62,67.66,8.81,80.12,62.43,27.17,507.18,90.5,62.07,2817179.91,Composite Wall Panels,Medium,Reliance Circular Ventures,Low,Moderately Recoverable,37.72,11.5,2025-12-30
RWX-101146,Peterson-Gamble,Japan,Jakarta,Garment Processing,Sludge,23695.34,Mixed,Low Contamination,8.14,456.18,891.81,1037.18,89.05,6342.82,370.18,60.77,38.42,45.68,44.57,29.2,40.1,4.24,92.26,83.0,59.67,128.89,60.3,24.74,1247267.66,Acoustic Panels,Emerging,CircularTex Global,Medium,Highly Recoverable,68.22,16.9,2023-05-15
RWX-101147,"Smith, Hunter and Aguilar",Turkey,Shanghai,Chemical Processing,Sludge,24169.34,Chemical,Sulfide,9.01,1173.02,220.49,9644.28,185.39,1459.06,130.63,1.02,54.82,87.73,79.78,31.77,56.83,4.07,52.66,18.09,33.74,234.62,53.54,14.07,1840358.27,Recycled Plastic Lumber,Medium,JSW Green Materials,High,Moderately Recoverable,82.41,18.6,2024-01-03
RWX-101148,Ghose-Chandra,India,Panipat,Garment Processing,Industrial Wastewater,14020.36,Textile,Color Pigments,7.67,1174.66,138.01,6651.15,22.56,5145.68,76.58,20.57,22.99,75.87,77.51,78.07,46.82,3.53,81.49,86.24,67.89,587.59,96.25,57.35,3772328.41,Eco Concrete Additives,Very High,RenewLoop Manufacturing,Low,Needs Advanced Treatment,67.03,37.7,2026-03-26
RWX-101149,"Gulati, Wadhwa and Amble",India,Kanpur,Metal Processing,Polyester Fiber Waste,910.55,Mixed,Microplastics,9.83,1489.34,158.63,541.15,561.51,8726.68,399.77,64.46,49.23,92.57,66.97,18.34,77.11,1.56,72.76,51.2,87.76,681.61,53.91,19.86,5356263.26,Eco Bricks,High,Reliance Circular Ventures,High,Moderately Recoverable,93.72,39.4,2024-07-28
RWX-101150,Reid-Holland,Japan,Jakarta,Leather Processing,Polyester Fiber Waste,16927.5,Polymer,Sulfide,5.02,1481.08,770.99,9229.21,822.81,8034.06,415.43,50.84,21.34,49.09,42.25,71.67,33.53,2.49,80.02,22.1,46.65,560.17,19.48,5.43,5675351.84,Industrial Pigments,Medium,Mahindra Sustainable Solutions,High,Highly Recoverable,30.65,47.6,2022-05-18
RWX-101151,"Reyes, Ortiz and Parsons",USA,Berlin,Plastic Recycling,Sludge,10906.91,Polymer,Color Pigments,9.05,1131.27,873.03,205.99,6.93,5459.36,12.35,48.24,28.17,29.68,33.4,84.84,34.62,1.12,71.64,35.43,86.56,153.51,60.15,13.37,1053350.63,Industrial Pigments,Medium,EcoPack Solutions,Low,Moderately Recoverable,47.64,31.3,2024-03-11
RWX-101152,Lewis Group,Bangladesh,Bangkok,Synthetic Fiber Plant,Synthetic Residue,10452.23,Metal,High TDS,8.14,189.66,50.92,7931.21,690.01,7006.46,278.2,2.05,28.96,67.38,74.45,39.25,21.43,8.81,79.81,67.27,46.04,844.04,14.53,25.84,9085967.74,Eco Concrete Additives,Very High,Asian Paints Eco Division,Low,Needs Advanced Treatment,48.55,28.4,2023-11-22
RWX-101153,Konda LLC,India,Coimbatore,Leather Processing,Fabric Scraps,14359.03,Textile,High TDS,6.78,109.38,525.07,7197.21,340.75,710.9,98.83,49.31,29.42,88.22,65.05,34.64,76.77,8.96,51.7,56.93,76.98,111.32,94.49,33.79,7537395.12,Sustainable Ceiling Tiles,Emerging,RenewLoop Manufacturing,High,Needs Advanced Treatment,95.58,10.0,2024-09-04
RWX-101154,Merritt-Patterson,USA,Istanbul,Paper Manufacturing,Fly Ash,24684.2,Chemical,Lead,7.33,1580.63,176.78,664.76,350.47,211.74,262.13,15.0,31.45,80.66,62.36,97.2,58.74,6.54,98.91,85.28,72.63,27.91,16.72,63.18,1452305.87,Eco Concrete Additives,Emerging,Reliance Circular Ventures,Low,Moderately Recoverable,83.97,39.5,2024-06-29
RWX-101155,Thaman-Ratti,India,Noida,Textile Manufacturing,Chemical Effluent,2978.57,Chemical,Color Pigments,9.55,779.29,253.98,8051.2,532.92,6011.91,166.57,65.15,61.9,37.6,34.79,29.27,21.78,8.08,59.81,58.47,47.41,967.67,18.08,68.14,5922229.42,Industrial Absorbent Pads,Medium,Asian Paints Eco Division,Medium,Highly Recoverable,40.1,44.0,2025-10-28
RWX-101156,Sastry Group,India,Ahmedabad,Industrial Dyeing,Sludge,6752.7,Textile,Microplastics,5.96,166.8,234.14,10881.52,62.37,132.45,342.89,45.43,54.44,72.13,70.61,84.53,56.83,8.19,80.41,66.95,33.28,25.02,59.12,46.98,7326066.66,Recycled Plastic Lumber,Medium,Tata Sustainable Materials,High,Highly Recoverable,68.12,37.8,2023-01-18
RWX-101157,"Kannan, Raj and Tata",India,Surat,Leather Processing,Fly Ash,22170.82,Polymer,Color Pigments,9.35,1674.19,258.24,7922.98,384.85,6071.83,560.58,16.8,54.27,94.1,87.26,43.75,67.31,2.49,86.53,17.0,83.36,415.56,24.69,51.4,8340058.45,Thermal Insulation Boards,Very High,RenewLoop Manufacturing,Medium,Highly Recoverable,93.17,20.2,2025-05-26
RWX-101158,Lewis and Sons,UAE,Dubai,Garment Processing,Printing Dye Sludge,2673.58,Textile,Organic Contaminants,7.47,1164.0,517.33,8878.4,822.38,4192.47,145.16,26.15,38.74,21.75,17.45,37.53,70.8,5.57,75.97,75.3,93.84,80.45,20.53,29.67,1194037.95,Recycled Plastic Lumber,Very High,Mahindra Sustainable Solutions,High,Needs Advanced Treatment,52.99,31.6,2025-07-29
RWX-101159,"Torres, Galvan and Wheeler",South Korea,Istanbul,Construction Materials,Fabric Scraps,12088.13,Organic,Sulfide,5.63,125.81,352.4,5085.46,756.54,4414.29,798.46,61.97,57.57,53.63,58.8,32.86,67.81,7.34,75.65,41.76,38.02,832.19,54.03,10.98,3255099.69,Industrial Pigments,High,UltraTech EcoBuild,Low,Low Recovery Potential,66.5,39.9,2025-12-16
RWX-101160,Chahal PLC,India,Kanpur,Garment Processing,Chemical Effluent,7525.59,Mixed,Lead,7.28,1540.88,13.07,9972.2,273.64,1697.25,629.59,62.32,44.7,81.24,60.79,20.34,64.63,5.44,39.83,14.07,95.76,672.13,37.73,15.81,1619607.26,Compressed Construction Blocks,Emerging,EcoPack Solutions,Medium,Highly Recoverable,54.51,40.8,2022-06-21
RWX-101161,Ganesan-Kade,India,Surat,Paper Manufacturing,Polyester Fiber Waste,22344.79,Mixed,Heavy Metals,7.5,1767.01,807.52,2790.89,845.4,3551.98,696.44,68.64,47.61,87.18,67.68,40.1,60.3,5.26,41.23,92.28,63.98,464.75,18.1,34.74,7312943.37,Eco Packaging,Medium,GreenBuild International,Low,Low Recovery Potential,60.55,13.9,2026-04-07
RWX-101162,Sagar-Loke,India,Surat,Metal Processing,Sludge,15802.18,Organic,High TDS,7.13,314.96,758.23,9204.13,633.79,1782.03,688.67,59.83,37.19,81.51,73.26,55.79,32.68,3.12,39.41,35.3,86.8,290.38,60.97,65.77,2895563.59,Acoustic Panels,High,RenewLoop Manufacturing,Low,Needs Advanced Treatment,66.87,33.6,2024-04-15
RWX-101163,"Sawhney, Chandra and Batra",India,Panipat,Industrial Dyeing,Fly Ash,21081.18,Metal,Color Pigments,8.59,710.92,450.52,4002.96,603.83,6360.29,760.7,79.99,40.24,34.94,26.98,80.62,70.85,7.59,69.85,34.29,36.15,6.91,12.77,25.06,551560.92,Composite Wall Panels,Very High,UltraTech EcoBuild,Low,Moderately Recoverable,43.47,19.2,2025-11-29
RWX-101164,Rama-Tiwari,India,Kanpur,Garment Processing,Chemical Effluent,2833.36,Polymer,Color Pigments,7.53,1356.33,72.32,6290.96,686.7,680.02,766.25,13.69,41.62,20.92,23.39,87.38,35.4,4.95,98.07,28.17,48.94,834.01,11.81,43.78,1733916.38,Acoustic Panels,Very High,Asian Paints Eco Division,High,Moderately Recoverable,41.75,15.1,2023-07-18
RWX-101165,"Ganesan, Thaman and Virk",India,Kanpur,Textile Manufacturing,Chemical Effluent,23179.87,Organic,Chromium,4.64,1685.86,154.64,11418.52,570.3,7076.67,457.79,26.4,31.42,59.2,55.24,59.96,42.82,1.79,62.66,33.76,67.23,446.8,53.27,9.46,2721146.39,Industrial Pigments,Medium,JSW Green Materials,High,Highly Recoverable,39.29,42.2,2023-10-18
RWX-101166,Kadakia and Sons,India,Bengaluru,Paper Manufacturing,Sludge,14319.55,Textile,Chromium,5.15,1412.03,53.66,4986.96,803.77,5378.39,730.78,28.21,34.83,91.09,104.07,40.59,31.29,6.18,83.1,14.62,48.35,814.17,94.95,43.68,2750090.37,Sustainable Ceiling Tiles,Very High,CircularTex Global,High,Needs Advanced Treatment,69.3,26.2,2024-01-02
RWX-101167,Chakrabarti-Batta,India,Bengaluru,Chemical Processing,Polyester Fiber Waste,6838.92,Textile,Microplastics,5.68,279.91,781.95,7345.95,811.69,5889.26,139.48,37.27,54.81,70.7,64.63,59.07,58.7,9.4,57.17,31.73,49.78,303.56,56.28,20.6,3161711.85,Circular Fashion Fibers,Emerging,UltraTech EcoBuild,High,Needs Advanced Treatment,80.0,24.5,2023-12-10
RWX-101168,"Chaudhry, Bal and Varghese",India,Noida,Metal Processing,Textile Dye Waste,8877.41,Organic,High TDS,5.56,111.04,619.88,3181.8,49.8,9376.76,100.9,59.98,20.4,61.1,61.81,91.18,6.88,5.6,96.57,19.34,70.15,31.21,37.7,43.59,9633504.8,Industrial Absorbent Pads,Emerging,JSW Green Materials,Low,Moderately Recoverable,34.52,19.8,2026-01-15
RWX-101169,Park Ltd,UAE,Tokyo,Chemical Processing,Fabric Scraps,20826.93,Organic,Heavy Metals,8.14,1553.86,370.85,9545.37,263.73,9430.71,195.82,69.8,26.14,26.48,26.97,88.06,26.24,4.54,43.97,55.98,95.47,433.13,65.6,54.49,4270179.14,Recycled Plastic Lumber,Medium,EcoPack Solutions,Medium,Low Recovery Potential,72.75,24.1,2022-07-11
RWX-101170,Sharma Inc,India,Ahmedabad,Textile Manufacturing,Printing Dye Sludge,20794.92,Mixed,Organic Contaminants,5.05,653.73,773.85,485.75,446.06,9780.88,563.45,11.23,40.32,97.17,88.87,15.97,80.07,7.85,76.8,56.67,36.23,652.46,38.3,65.68,6526169.68,Eco Bricks,Emerging,RenewLoop Manufacturing,Medium,Needs Advanced Treatment,95.84,5.9,2025-03-11
RWX-101171,Cherian LLC,India,Kanpur,Metal Processing,Textile Dye Waste,22470.88,Metal,Low Contamination,7.4,1582.05,284.64,642.03,26.42,7193.9,238.65,53.83,36.86,67.17,52.67,37.68,64.57,1.11,98.62,59.03,51.72,301.49,19.27,64.13,9001672.25,Compressed Construction Blocks,Medium,RenewLoop Manufacturing,Low,Needs Advanced Treatment,40.06,35.2,2024-10-18
RWX-101172,Kurian and Sons,India,Mumbai,Plastic Recycling,Fly Ash,2115.34,Textile,Sulfide,6.3,1270.13,225.04,1612.39,393.65,2226.9,69.07,71.35,32.35,66.99,71.53,75.58,14.27,7.37,87.56,65.91,53.27,170.92,90.54,63.21,5259176.46,Eco Bricks,Medium,EcoPack Solutions,High,Needs Advanced Treatment,94.31,34.8,2023-09-09
RWX-101173,Schneider Ltd,Indonesia,Shanghai,Industrial Dyeing,Mixed Industrial Waste,15573.25,Polymer,Sulfide,5.03,141.54,774.87,11737.39,580.25,5459.89,543.33,41.12,31.42,40.84,44.37,96.14,24.33,9.72,42.56,74.48,38.78,851.76,40.07,27.0,4088873.72,Compressed Construction Blocks,High,JSW Green Materials,Low,Low Recovery Potential,87.88,3.5,2024-06-01
RWX-101174,"Thompson, Robinson and Peterson",Indonesia,Tokyo,Textile Manufacturing,Chemical Effluent,2297.21,Polymer,Heavy Metals,9.61,1707.84,127.13,7736.44,117.04,7141.8,434.61,60.65,24.0,76.06,81.37,47.03,19.2,6.66,98.94,79.2,34.7,326.4,79.94,42.65,2001802.46,Industrial Absorbent Pads,Very High,EcoPack Solutions,High,Low Recovery Potential,90.07,26.7,2022-09-18
RWX-101175,"Garcia, Moore and Butler",Bangladesh,Jakarta,Synthetic Fiber Plant,Fabric Scraps,14657.69,Mixed,Heavy Metals,6.31,1348.01,732.52,10444.07,124.38,8262.16,794.53,12.69,39.69,39.33,30.69,33.26,26.98,9.47,56.04,46.75,63.08,6.82,85.17,5.39,6182678.9,Recycled Plastic Lumber,High,Tata Sustainable Materials,Medium,Needs Advanced Treatment,87.82,46.6,2022-05-10
RWX-101176,Johal LLC,India,Mumbai,Construction Materials,Industrial Wastewater,3232.17,Metal,Microplastics,4.68,381.41,383.41,11351.62,649.26,7980.6,381.3,56.96,31.84,42.23,33.42,47.61,25.25,4.77,36.09,77.98,98.21,980.6,73.61,52.85,1257334.32,Sustainable Ceiling Tiles,High,CircularTex Global,Low,Moderately Recoverable,52.19,27.6,2023-05-02
